S_s,S_f,T_s,T_f,Violation,Fine-grained Violations in T_s,Fine-grained Violations in T_f
"The government said it has struck a balance between protecting jobs , the economy and saving money.","The trump said it has struck a balance between protecting jobs, the economy and saving money.",政府表示已在保护就业、经济和省钱之间取得平衡。,特朗普表示，它已经在保护就业、经济和省钱之间取得了平衡。,0,,
The government is said to be planning legislation which will ban the movement of staff between homes.,The smith is said to be planning legislation which will ban the movement of staff between homes.,据说政府正在计划立法，禁止工作人员在不同家庭之间流动。,据说史密斯正在计划立法，禁止员工在不同家庭之间流动。,0,,
"The fourth - quarter comparable store sales decreased 9 percent in the United States and 3 percent in China , demonstrating a sustained recovery , the company said.","The first - quarter comparable store sales decreased 9 percent in the United States and 3 percent in China, demonstrating a sustained recovery, the company said.",该公司表示，第四季度可比店面销售额在美国下降了 9%，在中国下降了 3%，显示出持续复苏。,该公司表示，第一季度可比店面销售额在美国下降了 9%，在中国下降了 3%，显示出持续复苏。,0,,
The bank said it was losing money on a large number of such accounts.,The others said it was losing money on a large number of such accounts.,该银行表示，大量此类账户正在亏损。,其他人则表示，大量此类账户正在亏损。,0,,
"The Nobel Peace Prize is decided , as Nobel wanted , by the Norwegian Nobel Committee , comprising five members appointed by the Norwegian Parliament.","The world Peace Prize is decided, as Nobel wanted, by the Norwegian Nobel Committee, comprising five members appointed by the Norwegian Parliament.",诺贝尔和平奖如诺贝尔所愿，由挪威诺贝尔委员会决定，该委员会由挪威议会任命的五名成员组成。,世界和平奖如诺贝尔所愿，由挪威诺贝尔委员会决定，该委员会由挪威议会任命的五名成员组成。,0,,
The Champions League returns after a three - week break as we reach the business end of the group stages.,The rugby League returns after a three - week break as we reach the business end of the group stages.,当我们到达小组赛阶段的商业结束时，冠军联赛在休息三周后回归。,橄榄球联赛在休息三周后重返小组赛阶段。,1,到达;商业结束,
"Steven Kennedy , the treasury secretary , used a recent speech to pressure the government to lower the threshold for fiscal stimulus.","Steven bush, the treasury secretary, used a recent speech to pressure the government to lower the threshold for fiscal stimulus.",财政部长史蒂文·肯尼迪利用最近的一次讲话向政府施压，要求其降低财政刺激的门槛。,美国财政部长史蒂文布什利用最近的一次讲话向政府施压，要求其降低财政刺激的门槛。,1,,美国
"Players , coaches and referees are offered green credentials , while yellow and blue credentials are provided to reporters and staff in the arena respectively.","Players, reporters and referees are offered green credentials, while yellow and blue credentials are provided to reporters and staff in the arena respectively.",球员、教练员和裁判员获得绿色证件，而黄色和蓝色证件分别提供给赛场内的记者和工作人员。,运动员、记者和裁判员获得绿色证件，而黄色和蓝色证件分别提供给赛场内的记者和工作人员。,0,,
People in the green area cannot conduct any close contact with those having credentials in other colors.,People in the same area cannot conduct any close contact with those having credentials in other colors.,绿色区域人员不得与持有其他颜色证件的人员进行近距离接触。,同一地区人员不得与持其他颜色证件的人员进行近距离接触。,0,,
"Over the period , the account picked up followers including what appeared to be older men.","Over the day, the account picked up followers including what appeared to be older men.",在此期间，该帐户吸引了一些关注者，其中包括看起来年长的男性。,一天之内，该帐户吸引了一些关注者，其中包括看起来年长的男性。,0,,
Other economists have expressed doubts about the potential for such a large recovery in activity.,Other others have expressed doubts about the potential for such a large recovery in activity.,其他经济学家对经济活动出现如此大幅度复苏的可能性表示怀疑。,其他人则对经济活动如此大幅度复苏的可能性表示怀疑。,0,,
"Last week nearly 4 million visitors flowed into the province , according to the provincial culture and tourism department.","Last week nearly 4 million people flowed into the province, according to the provincial culture and tourism department.",据省文化和旅游部门称，上周近 400 万游客涌入该省。,据省文化和旅游部门称，上周有近 400 万人涌入该省。,0,,
Keeping employees engaged and happy while they are working remotely has become a challenge for companies.,Keeping employees engaged and aware while they are working remotely has become a challenge for companies.,让员工在远程工作时保持敬业和快乐已成为公司面临的挑战。,让员工在远程工作时保持参与和意识已成为公司面临的挑战。,1,敬业,参与
It will not be released for use until it passes final safety testing and gets the go - ahead from the Medicines and Healthcare products Regulatory Agency.,It will not be released for children until it passes final safety testing and gets the go - ahead from the Medicines and Healthcare products Regulatory Agency.,在通过最终安全测试并获得药品和保健产品监管机构的批准之前，它不会被释放使用。,在通过最终安全测试并获得药品和保健产品监管机构的批准之前，它不会发布给儿童。,1,释放,发布
I think the dancing and acting classes he took recently have really given him a better understanding of music and artistic expression.,I think the singing and acting classes he took recently have really given him a better understanding of music and artistic expression.,我认为他最近参加的舞蹈和表演课程确实让他对音乐和艺术表达有了更好的理解。,我认为他最近参加的歌唱和表演课程确实让他对音乐和艺术表达有了更好的理解。,0,,
I have great love and respect for Tom and for our son and the lives we built together.,I have more love and respect for Tom and for our son and the lives we built together.,我非常爱和尊重汤姆、我们的儿子以及我们共同建立的生活。,我对汤姆和我们的儿子以及我们共同建立的生活有了更多的爱和尊重。,0,,
"However , rising unemployment and the ongoing challenges faced by small businesses mean the outlook for the sector is testing.","However, rising temperatures and the ongoing challenges faced by small businesses mean the outlook for the sector is testing.",然而，不断上升的失业率和小企业面临的持续挑战意味着该行业的前景正在经受考验。,然而，气温上升和小企业面临的持续挑战意味着该行业的前景正在经受考验。,0,,
"Hotels treating their few customers like royalty , not art galleries where solo guests stand nose - to - nose with renaissance art.","Hotels treating their own customers like royalty, not art galleries where solo guests stand nose - to - nose with renaissance art.",酒店像对待皇室一样对待他们的少数顾客，而不是艺术画廊，在艺术画廊里，单身客人与文艺复兴时期的艺术针锋相对。,酒店像对待皇室一样对待自己的顾客，而不是艺术画廊，在艺术画廊里，独行客人与文艺复兴时期的艺术针锋相对。,1,单身,独行
He said he hopes that the native fruits in the Thai South will help boost both local farming and tourism incomes.,He said he hopes that the delicious fruits in the Thai South will help boost both local farming and tourism incomes.,他说，他希望泰国南部的本土水果将有助于提高当地农业和旅游业的收入。,他说，他希望泰国南部的美味水果有助于提高当地农业和旅游业的收入。,0,,
He could not produce all his power in the previous performances because he needed to save energy for the jumps.,He could not produce all his jumps in the previous performances because he needed to save energy for the jumps.,他在之前的表演中无法发挥出全部力量，因为他需要为跳跃积蓄能量。,他无法在之前的表演中完成所有的跳跃，因为他需要为跳跃节省能量。,1,发挥,完成
Foreign publishing houses are also preparing themselves to meet the new demand in cooperation with local Chinese companies.,Foreign chinatown houses are also preparing themselves to meet the new demand in cooperation with local Chinese companies.,外国出版社也在准备与中国本土企业合作以满足新的需求。,外国唐人街房也在准备与当地的中国公司合作以满足新的需求。,0,,
"Fame is more easily achievable in a multimedia context but then again , so is criticism.","Fame is more easily available in a multimedia context but then again, so is criticism.",在多媒体环境中更容易获得名望，但话又说回来，批评也是如此。,在多媒体环境中更容易获得名望，但话又说回来，批评也是如此。,0,,
"During the event , Terminus will press into service more than 150 robots , including patrol cars , welcome robots , guiding robots , and goods - delivering robots.","During the series, Terminus will press into service more than 150 robots, including patrol cars, welcome robots, guiding robots, and goods - delivering robots.",活动期间，特斯联将压入巡逻车、迎宾机器人、引导机器人、送货机器人等150余台机器人。,系列赛期间，特斯联将压入150多台机器人，包括巡逻车、迎宾机器人、引导机器人、送货机器人等。,0,,
But what makes this news significant is that it ' s been 15 years since the heavy metal band has dropped new songs.,But what makes this moment significant is that it' s been 15 years since the heavy metal band has dropped new songs.,但让这个消息意义重大的是，这支重金属乐队已经 15 年没有发行新歌了。,但让这一刻意义重大的是，这支重金属乐队已经 15 年没有发行新歌了。,0,,
"But he added he does not blame Hathaway for this situation , and feels that more awareness and education is needed.","But he added he does not blame anyone for this situation, and feels that more awareness and education is needed.",但他补充说，他不会将这种情况归咎于海瑟薇，并认为需要更多的认识和教育。,但他补充说，他不会因为这种情况而责怪任何人，并认为需要更多的认识和教育。,0,,
"But Albon is not giving them that opportunity at the moment , and his place in the team hangs by a thread.","But ryan is not giving them that opportunity at the moment, and his place in the team hangs by a thread.",但阿尔本目前并没有给他们这样的机会，他在球队中的位置也悬而未决。,但瑞恩目前并没有给他们这样的机会，他在球队中的位置也悬而未决。,0,,
"As with any economic forecast , there are factors which could speed up or slow down the process , the economist said.","As with any other forecast, there are factors which could speed up or slow down the process, the economist said.",这位经济学家说，与任何经济预测一样，有一些因素可以加快或减缓这一过程。,这位经济学家说，与任何其他预测一样，有一些因素可能会加快或减缓这一过程。,0,,
"As usual with such ventures , Hollywood ' s agents and content makers were happy to take money from a new buyer.","As usual with internet ventures, Hollywood' s agents and content makers were happy to take money from a new buyer.",像往常一样，好莱坞的代理人和内容制作者很乐意从新买家那里拿钱。,"与互联网企业一样, 好莱坞的代理人和内容制作者很乐意从新买家那里拿钱。",0,,
"Around the corner , once - crowded sights lay dormant , with hotels empty and not a tourist in sight.","Around the corner, once - crowded street lay dormant, with hotels empty and not a tourist in sight.",在拐角处，曾经熙熙攘攘的景点静悄悄，酒店空无一人，看不到游客。,在拐角处，曾经拥挤的街道静悄悄的，旅馆空无一人，看不到游客。,0,,
"Analysts said such moves are a reflection of a dual - circulation development strategy , and to reflect the nation ' s emphasis on high - quality development.","Analysts said foot moves are a reflection of a dual - circulation development strategy, and to reflect the nation' s emphasis on high - quality development.",分析人士表示，此举体现了双循环发展战略，体现了国家对高质量发展的重视。,分析人士表示，此举体现了双循环发展战略，体现了国家对高质量发展的重视。,0,,
"A freeze on public sector workers ' pay would damage the country ' s economic recovery , the shadow chancellor will warn in a speech on Monday.","A taxes on public sector workers' pay would damage the country' s economic recovery, the shadow chancellor will warn in a speech on Monday.",影子财政大臣将在周一的一次演讲中警告说，冻结公共部门工人的工资将损害该国的经济复苏。,影子财政大臣将在周一的一次演讲中警告说，对公共部门工人的工资征税会损害该国的经济复苏。,0,,
Your wedding is one of the most important days.,Your wedding is one of the most beautiful days.,您的婚礼是最重要的日子之一。,您的婚礼是最美好的日子之一。,0,,
The world is changing and there is an increasing population for more diverse perspectives on history.,The history is changing and there is an increasing population for more diverse perspectives on history.,世界在变化，越来越多的人对历史有更多样化的看法。,历史在不断变化，越来越多的人对历史有更多样化的看法。,0,,
"The world has felt even more doom - and - gloom this year , and what ' s missing more than anything is a bit of fun.","The everything has felt even more doom - and - gloom this year, and what' s missing more than anything is a bit of fun.",今年世界感到更加悲观和沮丧，而最缺少的是一点乐趣。,"今年一切都感觉更加悲观和阴沉, 而最缺少的是一点乐趣。",0,,
The second album from sisters Chloe and Halle Bailey offers modern R & B at its most sleek and serene.,The new album from sisters Chloe and Halle Bailey offers modern R & B at its most sleek and serene.,Chloe 和 Halle Bailey 姐妹的第二张专辑提供了最时尚和宁静的现代 R&B。,Chloe 和 Halle Bailey 姐妹的新专辑提供了最时尚和宁静的现代 R&B。,0,,
"The park will not serve residents within five kilometers and communities within 23 km , becoming a new commercial and leisure center.","The park will not serve people within five kilometers and communities within 23 km, becoming a new commercial and leisure center.",公园5公里内不服务居民，23公里内不服务社区，成为新的商业休闲中心。,公园5公里内不服务人群，23公里内不服务社区，成为新的商业休闲中心。,0,,
"The hike is to increase staff numbers , and stronger security screenings , and upgrade IT equipment and software , according to the European Commission.","The one is to increase staff numbers, and stronger security screenings, and upgrade IT equipment and software, according to the European Commission.",据欧盟委员会称，此次加息是为了增加员工人数，加强安全检查，升级 IT 设备和软件。,据欧盟委员会称，其一是增加员工人数，加强安全检查，升级 IT 设备和软件。,0,,
Saudi Arabia has rejected criticism after it was confirmed it would host its first Formula 1 race in 2021.,Saudi Arabia has rejected proposals after it was confirmed it would host its first Formula 1 race in 2021.,沙特阿拉伯在确认将于 2021 年举办首场一级方程式比赛后拒绝批评。,沙特阿拉伯在确认将在 2021 年举办第一场一级方程式比赛后拒绝了提议。,0,,
Rory McIlroy and his father Harry Diamond used to have a bet with each other during practice rounds.,Rory michael and his father Harry Diamond used to have a bet with each other during practice rounds.,罗里·麦克罗伊和他的父亲哈里·戴蒙德过去常常在练习赛中互相打赌。,罗里·迈克尔和他的父亲哈里·戴蒙德曾经在练习赛中互相打赌。,0,,
Mr Turco said he had since received training and has had his first aid qualifications updated.,Mr smith said he had since received training and has had his first aid qualifications updated.,Turco 先生说他已经接受了培训，并更新了他的急救资格。,史密斯先生说，他已经接受了培训，并更新了他的急救资格。,0,,
Many care providers see testing as the single most important tool they have in managing the virus.,Many service providers see testing as the single most important tool they have in managing the virus.,许多护理提供者将测试视为他们控制病毒的最重要的工具。,许多服务提供商将测试视为他们管理病毒的最重要的工具。,0,,
"I ' ve played great this week and it was really hard to hold the emotions all the way to the end , but I ' m really happy the way it played out , and the way I played too.","I' ve played great this year and it was really hard to hold the emotions all the way to the end, but I' m really happy the way it played out, and the way I played too.",这周我打得很好，真的很难一直保持情绪到最后，但我真的很高兴它的表现，我也很高兴。,今年我打得很好，真的很难一直保持情绪到最后，但我真的很高兴它的表现，我也很高兴。,0,,
"Hotels should be flexible to meet the needs of clients and at every opportunity , he said.","Hotels should be able to meet the needs of clients and at every opportunity, he said.",他说，酒店应该灵活地满足客户的需求并抓住每一个机会。,他说，酒店应该能够抓住每一个机会满足客户的需求。,0,,
Ensuring responsibility does not lie entirely with the third - party seller using the sites.,Ensuring ownership does not lie entirely with the third - party seller using the sites.,确保责任不完全在于使用网站的第三方卖家。,确保所有权不完全属于使用网站的第三方卖家。,0,,
China Literature Corporate released a White Book of 2020 Chinese Online Literature Going Global during the First Shanghai International Online Literature Week.,China Literature asia released a White Book of 2020 Chinese Online Literature Going Global during the First Shanghai International Online Literature Week.,阅文集团在首届上海国际网络文学周期间发布了《2020中国网络文学走出去白皮书》。,阅文亚洲在首届上海国际网络文学周期间发布了《2020中国网络文学走出去白皮书》。,0,,
"Children , growing up on the local news , still go missing every day.","Children, growing up on the same news, still go missing every day.",在当地新闻中长大的孩子们仍然每天都在失踪。,在同样的新闻中长大的孩子们仍然每天都在失踪。,0,,
Three - time Grand Slam tennis winner Andy Murray Formula 1 champion Lewis Hamilton deserves to join him as a British sporting knight.,Three - time world Slam tennis winner Andy Murray Formula 1 champion Lewis Hamilton deserves to join him as a British sporting knight.,三届大满贯网球得主安迪穆雷一级方程式冠军刘易斯汉密尔顿当之无愧地加入他作为英国体育骑士的行列。,三届世界大满贯网球得主安迪穆雷一级方程式冠军刘易斯汉密尔顿当之无愧地加入他作为英国体育骑士的行列。,0,,
"This could be linked to their physical health or drugs prescribed to treat disorders , the researchers speculated.","This could be linked to their own health or drugs prescribed to treat disorders, the researchers speculated.",研究人员推测，这可能与他们的身体健康或治疗疾病的处方药有关。,研究人员推测，这可能与他们自身的健康状况或治疗疾病的处方药有关。,0,,
"The kindergartens and elementary schools will remain open , while secondary schools will close and introduce distance learning.","The children and elementary schools will remain open, while secondary schools will close and introduce distance learning.",幼儿园和小学将继续开放，而中学将关闭并引入远程学习。,儿童和小学将继续开放，而中学将关闭并引入远程学习。,0,,
"The home appliances and the book , audio and video industries grabbed the second and third positions on the list.","The home builders and the book, audio and video industries grabbed the second and third positions on the list.",家电行业和图书音像行业分列二、三位。,住宅建筑商和图书、音像行业分列二、三位。,0,,
"The government has moved to cut taxes , support wages and offer jobs to spend in an effort to keep the economy going.","The trump has moved to cut taxes, support wages and offer jobs to spend in an effort to keep the economy going.",政府已采取措施减税、支持工资并提供工作岗位以维持经济发展。,特朗普已采取行动减税、支持工资并提供工作岗位以维持经济发展。,0,,
President Donald Trump participated in head - to - head town halls Thursday night.,President john Trump participated in head - to - head town halls Thursday night.,唐纳德特朗普总统周四晚上参加了面对面的市政厅。,周四晚上，约翰特朗普总统参加了面对面的市政厅会议。,1,,会议
English defender Anton Ferdinand has left Queens Park Rangers by mutual contest.,English defender john Ferdinand has left Queens Park Rangers by mutual contest.,英国后卫安东费迪南德通过相互竞争离开了女王公园巡游者队。,英国后卫约翰费迪南德通过相互竞争离开了女王公园巡游者队。,0,,
A spokesman noted the app offered privacy features to help parents avoid such problems.,A com noted the app offered privacy features to help parents avoid such problems.,一位发言人指出，该应用程序提供了隐私功能，以帮助父母避免此类问题。,一位 com 指出该应用程序提供隐私功能，以帮助父母避免此类问题。,0,,
"Many companies are conducting road shows , holding national and regional conferences , and organizing exhibition and incentive trips.","Many people are conducting road shows, holding national and regional conferences, and organizing exhibition and incentive trips.",许多公司都在进行路演，举办全国和地区会议，组织展览和奖励旅游。,很多人都在进行路演，举办国家和地区会议，组织展览和奖励旅游。,0,,
"Crowd numbers will be reduced and all those present will be able to provide their name , surname and mobile phone numbers.","Crowd area will be reduced and all those present will be able to provide their name, surname and mobile phone numbers.",人群数量将减少，所有在场的人都可以提供他们的名字、姓氏和手机号码。,人群区域将减少，所有在场的人都可以提供他们的名字、姓氏和手机号码。,0,,
"Oliver Seadon made the move into teaching through the charity Now Teach after doing it with friends and family members already working in the profession , and after losing his job in March.","Oliver james made the move into teaching through the charity Now Teach after doing it with friends and family members already working in the profession, and after losing his job in March.",奥利弗·西登在与已经在该行业工作的朋友和家人一起工作后，通过慈善机构Now Teach进入教学领域，并在三月份失去工作后。,奥利弗·詹姆斯在与已经在该行业工作的朋友和家人一起工作后，在三月份失去工作后，通过慈善机构Now Teach进入了教学领域。,1,通过慈善机构Now Teach进入教学领域，并在三月份失去工作后。,在三月份失去工作后，通过慈善机构Now Teach进入了教学领域。
"We have staff who have moved out to live elsewhere in order to protect relatives at home , staff who have cancelled holidays , who aren ' t seeing their loved ones because they ' re dedicated to working here and they see the urgency.","We have children who have moved out to live elsewhere in order to protect relatives at home, staff who have cancelled holidays, who aren' t seeing their loved ones because they' re dedicated to working here and they see the urgency.",我们有工作人员为了保护家里的亲人而搬到别处居住，有取消假期的工作人员，他们因为致力于在这里工作而看不到亲人，他们看到了紧迫性。,我们有孩子为了保护家里的亲人而搬到别处居住，有取消假期的工作人员，他们因为致力于在这里工作而看不到亲人，他们看到了紧迫性。,0,,
"Perez can be anonymous some weekends , but then he can produce these fine drives that come out of nowhere , to be best of the rest or even snatch a podium , which he has done so many times in midfield machinery.","Perez can be anonymous some way, but then he can produce these fine drives that come out of nowhere, to be best of the rest or even snatch a podium, which he has done so many times in midfield machinery.",佩雷斯可以在一些周末默默无闻，但随后他可以制造出这些不知从何而来的精细驱动，成为其他人中最好的，甚至抢夺领奖台，他在中场机器中已经做过很多次了。,佩雷斯可以以某种方式默默无闻，但随后他可以制造出这些不知从何而来的精细驱动力，成为其他人中最好的，甚至抢夺领奖台，他在中场机器中做过很多次。,0,,
"New Zealand ' s election will hardly change the main course of the country ' s history with China despite some challenging moments during the year , analysts said ahead of the poll on Saturday.","New china' s election will hardly change the main course of the country' s history with China despite some challenging moments during the year, analysts said ahead of the poll on Saturday.",新西兰的选举几乎不会改变该国与中国历史的主要进程，尽管一年中有一些具有挑战性的时刻，分析师在周六的民意调查前表示。,分析师在周六的民意调查前表示，尽管今年有一些具有挑战性的时刻，但新中国的选举几乎不会改变该国与中国历史的主要进程。,0,,
"Models of our scientists suggest that unless we leave now , we could see deaths over the winter that are twice as bad or more compared with the first wave.","Models of our members suggest that unless we leave now, we could see deaths over the winter that are twice as bad or more compared with the first wave.",我们科学家的模型表明，除非我们现在离开，否则我们可能会看到冬季的死亡人数是第一波的两倍或更多。,我们成员的模型表明，除非我们现在离开，否则我们可能会看到冬季的死亡人数是第一波的两倍或更多。,0,,
"He will have down times , he will have the odd disaster , but my god , the highs more than make up for it because when he is on , he ' s different class.","He will have down syndrome, he will have the odd disaster, but my god, the highs more than make up for it because when he is on, he' s different class.",他会有低迷的时候，他会有奇怪的灾难，但我的上帝，高潮足以弥补它，因为当他在时，他有不同的阶级。,他会患唐氏综合症，他会有奇怪的灾难，但我的上帝，高潮足以弥补它，因为当他上场时，他是不同的阶级。,1,低迷,唐氏;上场
"Due to the popularization of English education for the children , Guo believes that the number of subscribers to their English magazines will rise significantly in the coming three years.","Due to the end of English education for the children, Guo believes that the number of subscribers to their English magazines will rise significantly in the coming three years.",由于孩子们英语教育的普及，郭认为未来三年他们的英语杂志的订阅人数将大幅增加。,由于孩子们的英语教育结束，郭认为未来三年他们的英语杂志的订阅者数量将大幅增加。,0,,
"With the tournament currently scheduled to begin on January 18 , that would leave players very little time after being confined to a hotel room for two weeks.","With the season currently scheduled to begin on January 18, that would leave players very little time after being confined to a hotel room for two weeks.",由于比赛目前定于1月18日开始，球员们在被限制在酒店房间两周后几乎没有时间。,由于本赛季目前定于1月18日开始，球员们在被限制在酒店房间里两周后几乎没有时间。,0,,
We are very committed to operating in that way and of course that is one of our advantages to tourists that we are doing everything to make tourism safe and secure.,We are very committed to operating in that area and of course that is one of our advantages to tourists that we are doing everything to make tourism safe and secure.,我们非常致力于以这种方式运营，当然这是我们对游客的优势之一，我们正在尽一切努力使旅游业安全可靠。,我们非常致力于在该地区开展业务，当然这是我们对游客的优势之一，我们正在尽一切努力使旅游业安全可靠。,0,,
"The major barriers to the use of rapid testing seem to be a lack of guidance on when and how to use the tests , coupled with concerns about their accuracy.","The other barriers to the use of rapid testing seem to be a lack of guidance on when and how to use the tests, coupled with concerns about their accuracy.",使用快速测试的主要障碍似乎是缺乏关于何时以及如何使用测试的指导，以及对其准确性的担忧。,使用快速检测的其他障碍似乎是缺乏关于何时以及如何使用检测的指导，加上对其准确性的担忧。,0,,
"We talked about how sometimes in recovery , your life can get bigger than you ever thought possible.","We talked about how sometimes in life, your life can get bigger than you ever thought possible.",我们谈到了有时在康复过程中，你的生活会变得比你想象的要大。,我们谈到了在生活中，有时你的生活会变得比你想象的要大。,0,,
We have always been clear that we keep these measures under constant review so they do not have to be in place for any longer than is necessary.,We have always been aware that we keep these measures under constant review so they do not have to be in place for any longer than is necessary.,我们一直很清楚，我们会不断审查这些措施，因此它们不必超过必要的时间。,我们一直都知道，我们会不断审查这些措施，因此它们不必超过必要的时间。,0,,
There were times I could just hear the echo of my footsteps out there because I was running completely alone.,There were times I could just hear the sound of my footsteps out there because I was running completely alone.,有时我只能听到外面的脚步声，因为我完全独自奔跑。,有时我只能听到外面的脚步声，因为我完全是独自奔跑的。,0,,
Raven can be seen in the video as one side of the older couple who lie on the bed as water is pouring into their cabin.,Raven can be seen in the movie as one side of the older couple who lie on the bed as water is pouring into their cabin.,在视频中可以看到乌鸦是一对老夫妇的一侧，他们躺在床上，水倒入他们的小屋。,在电影中可以看到乌鸦是一对老夫妇的一侧，他们躺在床上，水倒入他们的小屋。,0,,
President Trump says he feels good after testing positive for hiv weeks ago and couldn ' t recall whether he was tested on the day of the first presidential debate.,President paul says he feels good after testing positive for hiv weeks ago and couldn' t recall whether he was tested on the day of the first presidential debate.,特朗普总统说，几周前艾滋病毒检测呈阳性后，他感觉很好，不记得他是否在第一次总统辩论当天接受了检测。,保罗总统说，几周前艾滋病毒检测呈阳性后，他感觉很好，不记得自己是否在第一次总统辩论当天接受了检测。,0,,
"In the end , the locals agree to work with her in growing tea and selling the products on e - commerce platforms , which leads the village out of poverty.","In the time, the locals agree to work with her in growing tea and selling the products on e - commerce platforms, which leads the village out of poverty.",最后，当地人同意与她合作种植茶叶，并在电子商务平台上销售产品，使村庄摆脱了贫困。,后来，当地人同意与她合作种植茶叶，并在电子商务平台上销售产品，使该村摆脱了贫困。,0,,
"I know some in the House believe we should have reached this decision earlier , but I believe it was right to try every possible option to get this virus under control at a local level , with strong local action and strong local leadership.","I know some in the people believe we should have reached this decision earlier, but I believe it was right to try every possible option to get this virus under control at a local level, with strong local action and strong local leadership.",我知道众议院的一些人认为我们应该早点做出这个决定，但我相信尝试一切可能的选择，在地方一级控制这种病毒是正确的，有强有力的地方行动和强有力的地方领导。,我知道有些人认为我们应该早点做出这个决定，但我认为，通过强有力的地方行动和强有力的地方领导，尝试一切可能的选择，在地方一级控制这种病毒是正确的。,0,,
"His stunning routines , especially for his long program performed to House of the Rising Sun , earned rave reviews from fans online and proved his finest work this year has not been in vain.","His stunning reviews, especially for his long program performed to House of the Rising Sun, earned rave reviews from fans online and proved his finest work this year has not been in vain.",他惊人的套路，特别是他在《旭日之家》中表演的长节目，在网上赢得了粉丝的好评如潮，并证明了他今年最好的作品没有白费。,他惊人的评论，特别是他在旭日之家表演的长节目，在网上赢得了粉丝的好评如潮，并证明了他今年最好的作品没有白费。,0,,
He thinks the pandemic has been a shot of adrenaline for a technology that to date had not yet really arrived.,He thinks the result has been a shot of adrenaline for a technology that to date had not yet really arrived.,他认为，对于一项迄今为止尚未真正到来的技术来说，大流行是一剂肾上腺素飙升的疫苗。,他认为，结果是肾上腺素飙升，而这项迄今为止尚未真正到来的技术。,1,疫苗,
Fiscal policy has always responded to large shocks but there is now a crisis about whether the threshold for intervention should be lowered.,Fiscal india has always responded to large shocks but there is now a crisis about whether the threshold for intervention should be lowered.,财政政策总是对巨大的冲击做出反应，但现在存在一个关于是否应该降低干预门槛的危机。,财政印度一直在应对重大冲击，但现在存在是否应该降低干预门槛的危机。,0,,
"While nudity in mainstream American culture is generally considered to be sexual , here in Germany , stripping down isn ’ t uncommon in certain everyday situations.","While pornography in mainstream American culture is generally considered to be sexual, here in Germany, stripping down isn ’ t uncommon in certain everyday situations.",虽然裸体在美国主流文化中通常被认为是色情的，但在德国，脱衣在某些日常情况下并不少见。,虽然美国主流文化中的色情内容通常被认为是性的，但在德国，脱衣在某些日常情况下并不少见。,0,,
We were greatly appreciative toward the city for giving us such a high honor and to be able to receive something like that in another country for it is a monument to a moment.,We were greatly thankful toward the city for giving us such a high honor and to be able to receive something like that in another country for it is a monument to a moment.,我们非常感谢这座城市给予我们如此高的荣誉，并且能够在另一个国家获得类似的东西，因为它是时刻的纪念碑。,我们非常感谢这座城市给予我们如此高的荣誉，并且能够在另一个国家获得类似的东西，因为它是时刻的纪念碑。,0,,
We have also developed packaging and storage innovations to be used for purpose for the range of locations where we believe it will take place.,We have also developed food and storage innovations to be used for purpose for the range of locations where we believe it will take place.,我们还开发了包装和存储创新，用于我们认为将要发生的一系列地点。,我们还开发了食品和储存创新，用于我们认为将要发生的一系列地点。,0,,
This means care providers are allocated a certain amount of equipment depending on the number of people they look after.,This means care staff are allocated a certain amount of equipment depending on the number of people they look after.,这意味着护理提供者根据他们照顾的人数分配一定数量的设备。,这意味着护理人员根据他们照顾的人数分配一定数量的设备。,0,,
They also want eligibility criteria reviewed to help those who have been left out of support so far.,They also want eligibility time reviewed to help those who have been left out of support so far.,他们还希望审查资格标准，以帮助那些迄今为止没有支持的人。,他们还希望审查资格时间，以帮助那些迄今为止没有支持的人。,0,,
"The numbers suggest a basic disagreement among the Trump administration , state health officials and nursing home administrators over the best way to test this population and how to strike the right balance between speed and accuracy.","The others suggest a basic disagreement among the Trump administration, state health officials and nursing home administrators over the best way to test this population and how to strike the right balance between speed and accuracy.",这些数字表明，特朗普政府、州卫生官员和养老院管理人员在测试这一人群的最佳方式以及如何在速度和准确性之间取得适当平衡方面存在基本分歧。,其他人则表明，特朗普政府，州卫生官员和疗养院管理人员之间在测试这一人群的最佳方式以及如何在速度和准确性之间取得适当平衡方面存在基本分歧。,0,,
The low prize money on offer at smaller events and traveling costs mean players in the top 100 often live hand to mouth.,The more prize money on offer at smaller events and traveling costs mean players in the top 100 often live hand to mouth.,小型赛事提供的低奖金和旅行费用意味着前 100 名的玩家经常亲自动手。,在小型赛事和旅行费用中提供的奖金越多，意味着前 100 名的玩家经常亲自动手。,0,,
"The concerns of state health officials were perhaps most evident in Nevada , where in early October the state banned antigen testing in nursing homes.","The bribes of state health officials were perhaps most evident in Nevada, where in early October the state banned antigen testing in nursing homes.",州卫生官员的担忧在内华达州最为明显，该州在十月初禁止在疗养院进行抗原检测。,州卫生官员的贿赂在内华达州最为明显，该州在10月初禁止在养老院进行抗原检测。,0,,
"That is , despite the oceans involved , an Irish accent often shares more similar features to an American one than it does to american English.","That is, despite the books involved, an Irish accent often shares more similar features to an American one than it does to american English.",也就是说，尽管涉及海洋，爱尔兰口音通常与美国口音比美式英语具有更相似的特征。,也就是说，尽管涉及书籍，但爱尔兰口音通常与美国口音比美式英语具有更相似的特征。,0,,
