S_s,S_f,T_s,T_f,Violation,Fine-grained Violations in T_s,Fine-grained Violations in T_f
"Players and coaches were confined to four walls for the entirety of the quarantine , only entering the room door to collect food , get tested for the virus and dispose of rubbish.","Players and coaches were confined to four walls for the entirety of the quarantine , only entering the room door to collect food , get tested for the virus or dispose of rubbish.",球员和教练在整个隔离期间被限制在四堵墙内，只能进入房间门收集食物、进行病毒检测和处理垃圾。,球员和教练在整个隔离期间被限制在四堵墙内，只能进入房间门领取食物、接受病毒检测或处理垃圾。,1,收集,领取
One theory has held that the moon was formed around 4 billion years ago when a planet roughly the size of mars slammed into the Earth.,One hypothesis has held that the moon was formed around 4 billion years ago when a planet roughly the size of mars slammed into the Earth.,一种理论认为，月球形成于大约 40 亿年前，当时一颗大小与火星差不多的行星撞击地球。,一种假说认为，月球形成于大约 40 亿年前，当时一颗大小与火星差不多的行星撞击地球。,0,,
One of the main things is to get a bunch of people that can see the messages that we learn back to their respective countries.,One of the main things is to get a bunch of people who can see the messages that we learn back to their respective countries.,最主要的事情之一是让一群人能够看到我们学到的信息回到他们各自的国家。,最主要的事情之一是让一群可以看到我们学到的信息的人回到他们各自的国家。,0,,
"Nudism is part of this broader movement , which was directed against industrial modernity , against the new society that emerged in the late 19th century.","Nudism is part of this broader movement , which was directed against industrial modernity , against the new society which emerged in the late 19th century.",裸体主义是这一更广泛运动的一部分，该运动旨在反对工业现代性，反对 19 世纪末出现的新社会。,裸体主义是这场更广泛的运动的一部分，该运动旨在反对工业现代性，反对 19 世纪末出现的新社会。,0,,
"New residences with local features rise from the ground , modern towns stand tall , flat and wide roads stretch far away , farmlands full of life buzz with activity of large machinery.","New houses with local features rise from the ground , modern towns stand tall , flat and wide roads stretch far away , farmlands full of life buzz with activity of large machinery.",一座座具有地方特色的新住宅拔地而起，一座座现代化的城镇拔地而起，平坦宽阔的马路向远方延伸，一片生机勃勃的农田随着大型机械的运转而嗡嗡作响。,具有地方特色的新房拔地而起，现代化的城镇拔地而起，平坦宽阔的道路向远方延伸，生机勃勃的农田随着大型机械的运转而嗡嗡作响。,1,一座座,
Mwendwa said he felt honored to be among the growing army of local people who deal with smartphones from his holdings.,Ngwendwa said he felt honored to be among the growing army of local people who deal with smartphones from his holdings.,Mwendwa 说，他很荣幸能成为不断壮大的当地人大军中的一员，他们处理他的智能手机。,Ngwendwa 说，他很荣幸能成为不断壮大的当地人大军中的一员，他们处理他的智能手机。,0,,
Mass testing is being touted as a way of getting us much closer to a new life and even of avoiding lockdowns in the future.,Mass testing is being touted as a way of getting us ever closer to a new life and even of avoiding lockdowns in the future.,大规模检测被吹捧为让我们离新生活更近一步，甚至可以避免未来封锁的一种方式。,大规模检测被吹捧为让我们离新生活更近一步，甚至避免未来封锁的一种方式。,0,,
"It found there had been a lack of applications from women for senior roles , many of which had not been available on a flexible basis.","It found there had been a lack of applications from women for senior roles , most of which had not been available on a flexible basis.",它发现缺乏女性对高级职位的申请，其中许多职位不是灵活的。,它发现缺乏女性对高级职位的申请，其中大部分都不是灵活的。,0,,
"It also means that elective surgeries are being put off for things like hip replacements , for cancer patients or heart surgery in some cases.","It also means that elective surgeries are being put off for things like knee replacements , for cancer patients or heart surgery in some cases.",这也意味着择期手术被推迟，例如髋关节置换术、癌症患者或某些情况下的心脏手术。,这也意味着择期手术被推迟，例如膝关节置换术、癌症患者或某些情况下的心脏手术。,0,,
"In the eyes of Zhang Luowei , who has worked with her , Chen approaches her job with passion and puts great effort into preparing her very effective talks.","In the eyes of Zhang Luowei , who has worked with her , Chen approaches her job with passion and puts considerable effort into preparing her very effective talks.",在曾与她共事过的张洛薇看来，陈女士对待工作充满热情，并为准备非常有效的演讲付出了巨大的努力。,在曾与她共事过的张洛薇看来，陈对工作充满热情，为准备非常有效的演讲付出了相当大的努力。,1,女士,
"In the effort to deal with the challenges of the pandemic while also improving his performances on track , Hamilton has been trying new things.","In an effort to deal with the challenges of the pandemic while also improving his performances on track , Hamilton has been trying new things.",在应对疫情挑战的同时，也在努力提升自己在赛道上的表现，汉密尔顿一直在尝试新事物。,为了应对疫情挑战，同时提升自己在赛道上的表现，汉密尔顿一直在尝试新事物。,1,努力,
"In recent years , an increasing number of food writers and artists have been modernizing Chinese cooking while looking deeper into its origins , notably wok hei.","In recent years , an increasing number of food writers and artists have been modernizing Chinese cooking while looking deeper into its origins , including wok hei.",近年来，越来越多的美食作家和艺术家在更深入地研究其起源的同时使中国烹饪现代化，尤其是炒锅。,近年来，越来越多的美食作家和艺术家在更深入地研究其起源的同时，使中国烹饪现代化，包括炒锅。,0,,
"In it , he wrote about run - ins with burglars who left easter eggs as their calling card , or a stolen horse that was wrecking local cars.","In it , he wrote about run - ins with burglars who left wester eggs as their calling card , or a stolen horse that was wrecking local cars.",在其中，他写到与窃贼发生冲突，这些窃贼将复活节彩蛋作为他们的名片，或者一匹偷来的马正在毁坏当地的汽车。,在其中，他写了与窃贼发生冲突，这些窃贼留下了西蛋作为他们的名片，或者一匹偷来的马正在毁坏当地的汽车。,0,,
"In addition to swimming and fishing , the coast near Cossack is renowned for its suitability for watersports like fishing , sailing and snorkeling.","In addition to swimming and fishing , the coast near Cossack is famous for its suitability for watersports like fishing , sailing and snorkeling.",除了游泳和钓鱼外，哥萨克附近的海岸还以适合进行钓鱼、帆船和浮潜等水上运动而闻名。,除了游泳和钓鱼外，哥萨克附近的海岸还以适合进行钓鱼、帆船和浮潜等水上运动而闻名。,0,,
"I really just had to self - motivate a lot out there because it was a lonely , very long run without me.","I also just had to self - motivate a lot out there because it was a lonely , very long run without me.",我真的只需要在那里自我激励很多，因为没有我，这是一个孤独的，很长的路要走。,我也不得不自我激励很多，因为没有我，这是一个孤独的、很长的过程。,1,在那里,
He said the move would allow the government to boost the economy whenever it is needed rather than just after a large shock such as the pandemic.,He believed the move would allow the government to boost the economy whenever it is needed rather than just after a large shock such as the pandemic.,他说，此举将使政府能够在需要时提振经济，而不是在大流行等大冲击之后才采取行动。,他认为此举将使政府能够在需要时提振经济，而不是在大流行等大冲击之后才采取行动。,0,,
HHS bought millions of rapid tests to distribute to nursing homes as the federal government imposed new mandates for the facilities to test staffers at least once a month.,HHS bought millions of rapid tests to distribute to nursing homes as the federal government imposed new mandates on the facilities to test staffers at least once a month.,HHS 购买了数百万个快速测试以分发给疗养院，因为联邦政府对设施实施了新的要求，每月至少对员工进行一次测试。,HHS 购买了数百万个快速测试以分发给疗养院，因为联邦政府对设施施加了新的要求，每月至少对员工进行一次测试。,0,,
"From the right whale , the world ' s largest mammal , and the rarely - seen blanket octopus to alien - like planktonic critters , the oceans are home to limitless life forms for Zhang to explore and record.","From the right whale , the world ' s largest mammal , and the seldom - seen blanket octopus to alien - like planktonic critters , the oceans are home to limitless life forms for Zhang to explore and record.",从世界上最大的哺乳动物露脊鲸和罕见的毯子章鱼到类外星浮游生物，海洋是张探索和记录的无数生命形式的家园。,从世界上最大的哺乳动物露脊鲸和罕见的毯子章鱼到类外星浮游生物，海洋是张探索和记录的无数生命形式的家园。,0,,
"For our players , for our fans and for everyone involved in table tennis , today is the day that gets our sport back.","For our players , for our fans and for everybody involved in table tennis , today is the day that gets our sport back.",对于我们的球员、我们的球迷以及所有参与乒乓球运动的人来说，今天是我们这项运动回归的日子。,对于我们的球员、我们的球迷以及所有参与乒乓球运动的人来说，今天是我们这项运动回归的日子。,0,,
"Financial institutions and other persons might face secondary sanctions if they engage in transactions with designated entities after a 45 - day wind - down period , it added.","Financial institutions and other persons might face secondary sanctions if they engage in transactions with designated entities after a 60 - day wind - down period , it added.",它补充说，金融机构和其他人如果在 45 天的缓冲期后与指定实体进行交易，可能会面临二级制裁。,它补充说，金融机构和其他人如果在 60 天的缓冲期后与指定实体进行交易，可能会面临二级制裁。,0,,
"Experts predict road use will decline again this time around but , with schools and universities staying open , the effect is not expected to be as dramatic as before.","Experts predict road use will decline again this time around but , with schools and universities staying open , this effect is not expected to be as dramatic as before.",专家预测，这一次道路使用量将再次下降，但随着学校和大学继续开放，预计影响不会像以前那样显着。,专家预测，这次道路使用量将再次下降，但随着学校和大学继续开放，这种影响预计不会像以前那样显着。,0,,
"Even on a hot summer day , expect them to be bracing , as they come in from the Atlantic and remain ice - cold year - round as a result.","Especially on a hot summer day , expect them to be bracing , as they come in from the Atlantic and remain ice - cold year - round as a result.",即使在炎热的夏日，它们也会精神抖擞，因为它们来自大西洋，因此全年都保持冰冷。,尤其是在炎热的夏日，预计它们会精神抖擞，因为它们来自大西洋，因此全年都保持冰冷。,1,,预计
"During the national day holiday , Xinjiang and Ningxia were among the top two destinations that saw the fastest spending growth on a daily basis , according to UnionPay data.","On the national day holiday , Xinjiang and Ningxia were among the top two destinations that saw the fastest spending growth on a daily basis , according to UnionPay data.",银联数据显示，国庆期间，新疆和宁夏成为日均消费增长最快的两大目的地。,银联数据显示，国庆节期间，新疆和宁夏成为日均消费增长最快的两大目的地。,0,,
"Despite the impact of the coronavirus pandemic , hilton has gradually restored and further developed its business at a steady pace in 2020.","With the impact of the coronavirus pandemic , hilton has gradually restored and further developed its business at a steady pace in 2020.",尽管受到冠状病毒大流行的影响，希尔顿在2020年逐渐恢复并稳步发展其业务。,2020年，受新冠肺炎疫情影响，希尔顿业务逐步恢复并稳步发展。,0,,
"Despite the downgrading , the Honduran government on Wednesday declared a national state of emergency due to the passage of the storm.","Despite this downgrading , the Honduran government on Wednesday declared a national state of emergency due to the passage of the storm.",尽管降级，洪都拉斯政府周三宣布由于风暴过境全国进入紧急状态。,尽管降级了，但洪都拉斯政府周三仍因风暴过境宣布全国进入紧急状态。,0,,
Chinese photographers enjoyed more international success as the winners of the 56th Wldlife Photographer of the year award were presented at the natural history museum in London on Tuesday.,Chinese photographers enjoyed more international success as the winners of the 57th Wldlife Photographer of the year award were presented at the natural history museum in London on Tuesday.,周二，第 56 届 Wldlife 年度摄影师奖的获奖者在伦敦自然历史博物馆揭晓，中国摄影师在国际上取得了更大的成功。,周二，第 57 届 Wldlife 年度摄影师奖的获奖者在伦敦自然历史博物馆揭晓，中国摄影师在国际上取得了更大的成功。,0,,
Cesc Fabregas is well known for his technical ability and eye for a pass but the Spanish soccer star has turned his attention to a very different part of the game.,Cesc Fabregas was well known for his technical ability and eye for a pass but the Spanish soccer star has turned his attention to a very different part of the game.,塞斯克法布雷加斯以其技术能力和传球眼光而闻名，但这位西班牙足球明星已经将注意力转向了比赛的一个非常不同的部分。,法布雷加斯以其技术能力和传球眼光而闻名，但这位西班牙足球明星将注意力转向了比赛的另一个方面。,1,塞斯克,
"But while both sides said a deal needed to be done in October , they have yet to come to an agreement , and talks between the negotiating teams have intensified.","But although both sides said a deal needed to be done in October , they have yet to come to an agreement , and talks between the negotiating teams have intensified.",但是，尽管双方都表示需要在 10 月达成协议，但他们尚未达成协议，谈判团队之间的谈判也愈演愈烈。,但尽管双方都表示需要在 10 月达成协议，但他们尚未达成协议，谈判团队之间的谈判也愈演愈烈。,0,,
"But there is one Woods landmark McIlroy can emulate at the Masters , which was open until November because of the coronavirus pandemic.","But this is one Woods landmark McIlroy can emulate at the Masters , which was open until November because of the coronavirus pandemic.",但是麦克罗伊可以在大师赛上效仿伍兹的一个里程碑，因为冠状病毒大流行，大师赛一直开放到 11 月。,但这是麦克罗伊可以在大师赛上效仿的伍兹里程碑，由于冠状病毒大流行，大师赛一直开放到 11 月。,0,,
"But most people recognise him for what he is , the Pied piper incarnate , appointed by Hamelin to impersonate its simultaneously favourite and least favourite adopted son.","But the people recognise him for what he is , the Pied piper incarnate , appointed by Hamelin to impersonate its simultaneously favourite and least favourite adopted son.",但大多数人都认出了他，他是花衣魔笛手的化身，由哈梅林任命，同时扮演其最喜欢和最不喜欢的养子。,但人们认出了他，他是魔笛手的化身，由哈梅林任命，同时扮演其最喜欢和最不喜欢的养子。,0,,
"But a pandemic that undermined the whole on the one notion intervened , even before the unproven strategy could be legitimately tested.","But the pandemic that undermined the whole on the one notion intervened , even before the unproven strategy could be legitimately tested.",但是，甚至在未经证实的策略可以得到合法测试之前，一场破坏整体观念的大流行病就介入了。,但是，甚至在对未经证实的策略进行合理测试之前，从一个概念上破坏整体的大流行病就介入了。,0,,
Burnley secured their first win in the Premier League this season as victory over Crystal Palace at Turf Moor moved them out of the relegation zone.,Burnley earned their first win in the Premier League this season as victory over Crystal Palace at Turf Moor moved them out of the relegation zone.,伯恩利本赛季在英超联赛中取得了首场胜利，他们在特夫摩尔战胜水晶宫，将他们带出了降级区。,伯恩利本赛季在特夫摩尔战胜水晶宫，赢得了他们在英超联赛中的首场胜利，将他们带出了降级区。,0,,
"Borrowers who have not yet had a mortgage holiday can request from their bank a pause in payment , that can last up to six months.","Borrowers who have not yet had a mortgage holiday may request from their bank a pause in payment , that can last up to six months.",还没有抵押贷款假期的借款人可以向银行申请暂停还款，最长可以持续六个月。,尚未享受抵押贷款假期的借款人可以向银行申请暂停还款，最长可以持续六个月。,0,,
"Before the COVID - 19 air travel restrictions were imposed , we have had lots of positive feedbacks from Chinese tourists who say they like Puangmanee durian.","After the COVID - 19 air travel restrictions were imposed , we have had lots of positive feedbacks from Chinese tourists who say they like Puangmanee durian.",在实施 COVID-19 航空旅行限制之前，我们收到了许多来自中国游客的积极反馈，他们说他们喜欢 Puangmanee 榴莲。,在实施 COVID-19 航空旅行限制后，我们收到了很多来自中国游客的积极反馈，他们说他们喜欢 Puangmanee 榴莲。,0,,
"Bairstow , who has represented England in every format of the game , has been recently playing in the Indian Premier League with Sunrisers Hyderabad.","Bairstow , who has represented England in every format of the game , has been recently playing in the Indian Premier League for Sunrisers Hyderabad.",Bairstow 曾代表英格兰队参加过各种形式的比赛，最近他在印度超级联赛中效力于 Sunrisers Hyderabad。,Bairstow 曾代表英格兰队参加过各种形式的比赛，最近他代表 Sunrisers Hyderabad 参加了印度超级联赛。,0,,
"As officials continue to warn about traveling over the holidays amid the fall surge , health experts are also investigating the virus ' impact on children.","As doctors continue to warn about traveling over the holidays amid the fall surge , health experts are also investigating the virus ' impact on children.",由于官员们继续警告在秋季高峰期间假期旅行，健康专家也在调查该病毒对儿童的影响。,由于医生继续警告在秋季高峰期间假期旅行，健康专家也在调查该病毒对儿童的影响。,0,,
"Another popular way to eat it in France is in the form of a gratin , a kind of fancy , creamy casserole finished with a browned crust.","Another common way to eat it in France is in the form of a gratin , a kind of fancy , creamy casserole finished with a browned crust.",在法国，另一种流行的吃法是焗烤，一种带有棕色外皮的精美奶油砂锅。,在法国，另一种常见的吃法是焗烤，一种带有棕色外皮的精美奶油砂锅。,0,,
"All over the world , many hospitals are already at their breaking point , with overwhelmed and overworked staff members and a continuing surge of patients.","All around the world , many hospitals are already at their breaking point , with overwhelmed and overworked staff members and a continuing surge of patients.",在世界各地，许多医院已经处于崩溃的边缘，工作人员不堪重负，工作过度，患者人数持续激增。,在世界各地，许多医院已经处于崩溃的边缘，工作人员不堪重负，工作过度，患者人数持续激增。,0,,
"A railway line used in Prince Charles ' investiture at Caernarfon in 1969 should be considered for reopening , a Member of the Senedd has suggested.","A rail line used in Prince Charles ' investiture at Caernarfon in 1969 should be considered for reopening , a Member of the Senedd has suggested.",一位议员建议，应考虑重新开放 1969 年查尔斯王子在卡那封授勋时使用的一条铁路线。,一位议员建议，应考虑重新开放 1969 年查尔斯王子在卡那封授勋时使用的一条铁路线。,0,,
A maximum of 4000 fans will be allowed at outdoor events in the lowest - risk areas when the four - week lockdown in England ends on 2 December.,A maximum of 4000 fans will be allowed at outdoor events in the lowest - risk areas when the five - week lockdown in England ends on 2 December.,当 12 月 2 日英格兰为期 4 周的封锁期结束时，风险最低地区的户外活动将允许最多 4000 名球迷参加。,当 12 月 2 日英格兰为期五周的封锁期结束时，风险最低地区的户外活动将允许最多 4000 名球迷参加。,0,,
"Young men always seem to feel that they must do something to defend their hairline , or to resist the fine lines that pop up around the corners of their eyes.","Young women always seem to feel that they must do something to defend their hairline , or to resist the fine lines that pop up around the corners of their eyes.",年轻人似乎总是觉得他们必须做点什么来保护自己的发际线，或者抵制眼角周围冒出的细纹。,年轻女性似乎总是觉得她们必须做点什么来保护自己的发际线，或者抵制眼角冒出来的细纹。,0,,
Xi called on the two nations to jointly uphold multilateralism and firmly safeguard the international order and system with the United Nations at the helm.,Xi calls on the two nations to jointly uphold multilateralism and firmly safeguard the international order and system with the United Nations at the helm.,习近平呼吁两国共同维护多边主义，坚定维护以联合国为龙头的国际秩序和国际体系。,习近平呼吁两国共同维护多边主义，坚定维护以联合国为龙头的国际秩序和国际体系。,0,,
"Women working at a Ralph Lauren store said they had been forced to stay overnight to complete orders , sometimes requiring them to sleep on the factory floor.","Women working at a Ralph Lauren store claimed they had been forced to stay overnight to complete orders , sometimes requiring them to sleep on the factory floor.",在 Ralph Lauren 商店工作的女性表示，她们被迫过夜完成订单，有时还要求她们睡在工厂车间。,在 Ralph Lauren 商店工作的女性声称，她们被迫过夜完成订单，有时还要求她们睡在工厂车间。,0,,
"Within the first five years , a dynamic system for protection is to be established to enable close cooperation among central and local government departments with active participation of the public.","Over the first five years , a dynamic system for protection is to be established to enable close cooperation among central and local government departments with active participation of the public.",第一个五年内，要建立起中央和地方政府部门密切合作、公众积极参与的动态保护机制。,第一个五年，要建立动态的保护机制，使中央和地方政府部门密切合作，公众积极参与。,0,,
"When I was watching other leg - spinners a few years back , I would never dream that sometime in the future I will be someone else ' s role model.","When I was watching other leg - spinners a few years back , I would never dream that sometime in the future I will be somebody else ' s role model.",几年前，当我在看其他飞腿高手时，我做梦也想不到有一天我会成为别人的榜样。,几年前，当我在看其他的转腿运动员时，我做梦也想不到有一天我会成为别人的榜样。,1,飞腿高手,转腿运动员
Wednesday ' s meeting also adopted conclusions on an action plan against money laundering and terrorism financing presented by the european commission in May.,Wednesday ' s meeting also adopted conclusions on an action plan against money laundering and terrorism financing adopted by the european commission in May.,周三的会议还通过了欧盟委员会 5 月份提出的打击洗钱和恐怖主义融资行动计划的结论。,周三的会议还通过了欧盟委员会 5 月份通过的反洗钱和恐怖主义融资行动计划的结论。,0,,
"Wearing a mask can help protect you , not just those around you , from coronavirus transmission , the Centers for Disease Control and Prevention said in new guidance Tuesday.","Wearing a mask will help protect you , not just those around you , from coronavirus transmission , the Centers for Disease Control and Prevention said in new guidance Tuesday.",美国疾病控制与预防中心周二在新指南中表示，戴口罩有助于保护您免受冠状病毒传播，而不仅仅是您周围的人。,美国疾病控制与预防中心周二在新指南中表示，戴口罩有助于保护您免受冠状病毒传播，而不仅仅是您周围的人。,0,,
We have more confidence that our staff are indeed Covid free or that they are out and not exposing residents.,I have more confidence that our staff are indeed Covid free or that they are out and not exposing residents.,我们更有信心我们的员工确实没有感染新冠病毒，或者他们外出并没有暴露居民。,我更有信心我们的员工确实没有感染新冠病毒，或者他们外出并没有暴露居民。,0,,
"Unless we support people to isolate , they are never going to stop carrying on with their lives and inadvertently passing on the virus.","Unless they support people to isolate , they are never going to stop carrying on with their lives and inadvertently passing on the virus.",除非我们支持人们隔离，否则他们永远不会停止继续他们的生活并无意中传播病毒。,除非他们支持人们隔离，否则他们永远不会停止继续他们的生活并无意中传播病毒。,0,,
"Twitter , already under fire from lawmakers and regulators , appeared to go down altogether on Thursday.","Twitter , already under fire from lawmakers and regulators , appeared to go down altogether on Friday.",已经受到立法者和监管机构抨击的 Twitter 在周四似乎完全瘫痪了。,已经受到立法者和监管机构抨击的 Twitter 周五似乎完全瘫痪了。,0,,
"Trump has continued his attacks on mail - in ballots , saying he would deploy lawyers if states are still counting votes after Election day.","Trump also continued his attacks on mail - in ballots , saying he would deploy lawyers if states are still counting votes after Election day.",特朗普继续攻击邮寄选票，称如果各州在选举日后仍在计票，他将派遣律师。,特朗普还继续攻击邮寄选票，称如果各州在选举日之后仍在计票，他将派遣律师。,0,,
"Trump extended the invitation on Thursday morning to the Michigan lawmakers by calling the state senate ' s Republican majority leader , the person familiar said.","Trump announced the invitation on Thursday morning to the Michigan lawmakers by calling the state senate ' s Republican majority leader , the person familiar said.",知情人士说，特朗普周四上午致电州参议院共和党多数党领袖，向密歇根州立法者发出了邀请。,知情人士说，特朗普周四上午致电州参议院共和党多数党领袖，向密歇根州议员宣布了邀请。,0,,
Travel rules have been relaxed for people arriving in England to work on poultry farms to ensure there is a turkey available for Christmas dinners.,Travel restrictions have been relaxed for people arriving in England to work on poultry farms to ensure there is a turkey available for Christmas dinners.,对于抵达英格兰在家禽养殖场工作的人来说，旅行规则已经放宽，以确保有一只火鸡可用于圣诞晚餐。,对于抵达英格兰在家禽养殖场工作的人来说，旅行限制已经放宽，以确保有一只火鸡可用于圣诞晚餐。,0,,
"Tourists can immerse themselves in the more than 50 tourist activities located in Jilin during the day , ranging from a ski trip to a music festival.","Tourists can immerse themselves in the more than 50 tourist activities located in Jilin throughout the day , ranging from a ski trip to a music festival.",白天，游客可以沉浸在吉林的 50 多项旅游活动中，从滑雪之旅到音乐节。,游客可以全天沉浸在吉林的 50 多项旅游活动中，从滑雪之旅到音乐节。,0,,
"To his frustration , they talked about Patrick Mahomes ' arm rather than his decision making as if brawn somehow mattered more than brain.","To her frustration , they talked about Patrick Mahomes ' arm rather than his decision making as if brawn somehow mattered more than brain.",令他沮丧的是，他们谈论的是 Patrick Mahomes 的手臂而不是他的决策，就好像肌肉在某种程度上比大脑更重要。,令她沮丧的是，他们谈论的是帕特里克·马霍姆斯的手臂，而不是他的决策，就好像肌肉在某种程度上比大脑更重要。,1,Patrick Mahomes,帕特里克·马霍姆斯
"TikTok has capitalized on the trend by making a TV commercial from the original video and its knockoffs , which ran during Major League Baseball playoffs.","TikTok has capitalized on the trend by making a television commercial from the original video and its knockoffs , which ran during Major League Baseball playoffs.",TikTok 利用这一趋势，将原始视频及其仿制品制作成电视广告，该视频在美国职业棒球大联盟季后赛期间播出。,TikTok 利用这一趋势，将原始视频及其仿制品制作成电视广告，该视频在美国职业棒球大联盟季后赛期间播出。,0,,
Those who have previously visited the Schengen area and have a positive visa history will be granted the opportunity to have a multiple - entry visa valid for up to five years.,Those who have previously visited the Schengen area and have a positive visa history can be granted the opportunity to have a multiple - entry visa valid for up to five years.,那些以前访问过申根地区并拥有良好签证历史的人将有机会获得有效期长达五年的多次入境签证。,那些以前访问过申根地区并拥有良好签证历史的人可以获得有效期长达五年的多次入境签证。,1,机会,
"Those living under level four restrictions would be advised to avoid any unnecessary travel out of the country , and to keep journeys within the area to an absolute minimum.","Individuals living under level four restrictions would be advised to avoid any unnecessary travel out of the country , and to keep journeys within the area to an absolute minimum.",建议生活在四级限制下的人避免任何不必要的出国旅行，并将在该地区的旅行保持在绝对最低限度。,建议生活在四级限制下的个人避免任何不必要的出国旅行，并尽量减少在该地区的旅行。,1,保持在绝对最低限度,减少
"This year will be different to previous years , but i ' m sure that the travelers that do end up coming here will of course find huge enjoyment.","This year will be different to previous years , but i ' m sure that the travelers who do end up coming here will of course find huge enjoyment.",今年将与往年不同，但我相信最终来到这里的旅行者当然会找到巨大的乐趣。,今年将与往年有所不同，但我相信最终来到这里的旅行者当然会找到巨大的乐趣。,0,,
"This went to the High Court , where judges found that most , but not all of the policies involved should pay out offering a potential lifeline to these small businesses.","This went to the High Court , where judges found that some , but not all of the policies involved should pay out offering a potential lifeline to these small businesses.",这去了高等法院，法官们发现大多数（但不是所有）所涉及的保单都应该为这些小企业提供潜在的生命线。,这去了高等法院，法官们发现一些，但不是所有涉及的保单应该支付，为这些小企业提供了一条潜在的生命线。,1,,支付
"This is the first time the smartphone brand took such a position , following the first in 2014 , according to Beijing News.","It is the first time the smartphone brand took such a position , following the first in 2014 , according to Beijing News.",据新京报报道，这是智能手机品牌继 2014 年首次担任此类职务后，首次担任此类职务。,据新京报报道，这是该智能手机品牌继 2014 年首次担任此类职务后，首次担任此类职务。,0,,
"This is the core of our service culture , a service that anticipates your every need and an emotional connection that comes from the heart.","That is the core of our service culture , a service that anticipates your every need and an emotional connection that comes from the heart.",这是我们服务文化的核心，一种预见您每一个需求的服务，一种发自内心的情感联系。,这是我们服务文化的核心，一种预见您的每一个需求的服务和一种发自内心的情感联系。,0,,
"They made a flying start to their campaign , winning five of their first six matches , before faltering and suffering four straight defeats in the latter stages of the group phase.","They had a flying start to their campaign , winning five of their first six matches , before faltering and suffering four straight defeats in the latter stages of the group phase.",他们的赛季开局不错，在前六场比赛中赢了五场，随后在小组赛后期步履蹒跚并遭遇四连败。,他们的赛季开局不错，在前六场比赛中赢了五场，然后在小组赛后期步履蹒跚并遭遇四连败。,0,,
"There ’ s something deeply moving about seeing something germinate , flower or even go to seed.","There ’ s something deeply moving about seeing something germinate , flower or even come to seed.",看到某样东西发芽、开花甚至结籽是一件非常令人感动的事情。,看到某样东西发芽、开花甚至结籽是一件非常令人感动的事情。,0,,
"Then when there is a peak in demand in a day or a month , the liquid air will be warmed so it expands.","Then if there is a peak in demand in a day or a month , the liquid air will be warmed so it expands.",然后当一天或一个月的需求高峰时，液态空气将被加热从而膨胀。,然后，如果一天或一个月内出现需求高峰，液态空气将被加热，从而膨胀。,1,,出现
"The world ' s poorest and most vulnerable must not be "" trampled in the stampede "" for Covid - 19 vaccines , the head of the World Health Organization has warned.","The world ' s poorest and most vulnerable should not be "" trampled in the stampede "" for Covid - 19 vaccines , the head of the World Health Organization has warned.",世界卫生组织负责人警告说，世界上最贫穷和最脆弱的人群绝不能因 Covid-19 疫苗而“踩踏”。,世界卫生组织负责人警告说，世界上最贫穷和最脆弱的人群不应因 Covid-19 疫苗而“踩踏”。,0,,
"The vote had been initiated by the populist right - wing swiss people ' s party , known as the SVP , which claimed current regulations would lead to overpopulation , rising housing costs and a strained welfare system.","The vote had been initiated by the populist right - wing swiss people ' s party , known as the SVP , who claimed current regulations would lead to overpopulation , rising housing costs and a strained welfare system.",投票是由民粹主义右翼瑞士人民党发起的，称为 SVP，该党声称现行法规将导致人口过剩、住房成本上升和福利制度紧张。,投票是由民粹主义右翼瑞士人民党发起的，称为 SVP，他们声称现行法规将导致人口过剩、住房成本上升和福利制度紧张。,0,,
The toughest social curbs were announced amid warnings that hospitalisations and deaths could exceed those seen during the first wave of the virus in the next six weeks.,The harshest social curbs were announced amid warnings that hospitalisations and deaths could exceed those seen during the first wave of the virus in the next six weeks.,在警告称未来六周内住院和死亡人数可能超过第一波病毒浪潮期间的人数的警告下，政府宣布了最严厉的社会限制措施。,在警告称未来六周内住院和死亡人数可能超过第一波病毒浪潮期间的情况时，政府宣布了最严厉的社会限制措施。,1,人数,
"The results come hot on the heels of similar results from Pfizer , and add to growing confidence that vaccines can help end the pandemic.","Their results come hot on the heels of similar results from Pfizer , and add to growing confidence that vaccines can help end the pandemic.",辉瑞公司的类似结果紧随其后，这一结果很受欢迎，并增加了人们对疫苗可以帮助结束大流行的信心。,他们的结果紧随辉瑞公司的类似结果之后火爆起来，并增加了人们对疫苗可以帮助结束大流行的信心。,0,,
The results are only representative of nine marine corps recruit classes and more research is needed to determine whether similar findings would emerge among other groups of young recruits.,The results are only representative of nine marine corps recruit classes but more research is needed to determine whether similar findings would emerge among other groups of young recruits.,结果仅代表九个海军陆战队新兵类别，需要更多研究来确定类似的发现是否会出现在其他年轻新兵群体中。,结果仅代表九个海军陆战队新兵类别，但需要更多研究来确定类似的发现是否会出现在其他年轻新兵群体中。,0,,
"The restoration work on relocated frescos and colored statues from the Tianti Mountain Grottoes , some of China ' s largest , has been completed local authorities said on Friday.","The renovation work on relocated frescos and colored statues from the Tianti Mountain Grottoes , some of China ' s largest , has been completed local authorities said on Friday.",地方当局周五表示，中国最大石窟天梯山石窟的壁画和彩塑搬迁修复工作已经完成。,中国最大石窟天梯山石窟的壁画和彩塑搬迁修复工作已经完成，当地政府周五表示。,0,,
