S_s,S_f,T_s,T_f,Violation,Fine-grained Violations in T_s,Fine-grained Violations in T_f
"Unless we support people to isolate, they are never going to stop carrying on with their lives and inadvertently passing on the virus.","Unless we support people to isolate, they are however going to stop carrying on with their lives and inadvertently passing on the virus.",除非我们支持人们隔离，否则他们永远不会停止生活并在无意中传播病毒。,除非我们支持人们隔离，否则他们将停止继续生活并在无意中传播病毒。,1,,继续
"Twitter, already under fire from lawmakers and regulators, appeared to go down altogether on Thursday.","Twitter, already under fire from volunteers and regulators, appeared to go down altogether on Thursday.",已经受到立法者和监管机构抨击的Twitter似乎在周四完全倒闭。,Twitter已经受到志愿者和监管机构的抨击，周四似乎完全倒闭。,0,,
"Trump has continued his attacks on mail - in ballots, saying he would deploy lawyers if states are still counting votes after Election day.","Trump has continued his attacks on mail - in condoms, saying he would deploy lawyers if states are still counting votes after Election day.",特朗普继续在选票中攻击邮件，称如果各州在选举日后仍在计算选票，他将部署律师。,特朗普继续攻击邮件 - 避孕套，称如果各州在选举日后仍在计算选票，他将部署律师。,0,,
"Trump extended the invitation on Thursday morning to the Michigan lawmakers by calling the state senate' s Republican majority leader, the person familiar said.","Trump extended the invitation on Thursday morning to the Michigan patriots by calling the state senate' s Republican majority leader, the person familiar said.",知情人士说，特朗普周四早上通过致电州参议院的共和党多数党领袖向密歇根州立法者发出邀请。,知情人士说，特朗普周四早上通过致电州参议院共和党多数党领袖向密歇根爱国者发出邀请。,0,,
Travel rules have been relaxed for people arriving in England to work on poultry farms to ensure there is a turkey available for Christmas dinners.,Travel rules have been relaxed for players arriving in England to work on poultry farms to ensure there is a turkey available for Christmas dinners.,对于抵达英格兰在家禽养殖场工作的人来说，旅行规则已经放宽，以确保圣诞晚餐有火鸡。,对于抵达英格兰在家禽养殖场工作的球员来说，旅行规则已经放宽，以确保圣诞晚餐有火鸡可用。,0,,
Those who have previously visited the Schengen area and have a positive visa history will be granted the opportunity to have a multiple - entry visa valid for up to five years.,Those who have previously visited the resort area and have a positive visa history will be granted the opportunity to have a multiple - entry visa valid for up to five years.,那些以前访问过申根地区并有良好签证记录的人将有机会获得有效期长达五年的多次入境签证。,那些以前去过度假区并有良好签证记录的人将有机会获得有效期长达五年的多次入境签证。,0,,
"Those living under level four restrictions would be advised to avoid any unnecessary travel out of the country, and to keep journeys within the area to an absolute minimum.","Those living under level four restrictions would be advised to avoid any unnecessary travel out of the airport, and to keep journeys within the area to an absolute minimum.",建议那些生活在四级限制下的人避免任何不必要的出国旅行，并将该地区的旅行保持在绝对最低限度。,建议那些生活在四级限制下的人避免任何不必要的离开机场，并将该地区的旅行保持在绝对最低限度。,0,,
"This year will be different to previous years, but i' m sure that the travelers that do end up coming here will of course find huge enjoyment.","This year will be different to previous years, but i' m sure that the travelers that do end up coming here will of course find huge towers.",今年将与往年不同，但我相信最终来到这里的旅行者当然会找到巨大的乐趣。,今年将与往年不同，但我相信最终来到这里的旅行者当然会发现巨大的塔楼。,0,,
"This went to the High Court, where judges found that most, but not all of the policies involved should pay out offering a potential lifeline to these small businesses.","This went to the High Court, where judges found that most, but not all of the policies involved should pay out offering a potential favour to these small businesses.",这被送到了高等法院，法官发现，大多数（但不是全部）所涉及的保单都应该为这些小企业提供潜在的生命线。,这被提交给了高等法院，法官发现，大多数（但不是全部）所涉及的政策都应该支付，为这些小企业提供潜在的好处。,1,保单,政策
"This is the first time the smartphone brand took such a position, following the first in 2014, according to Beijing News.","This is the first time the smartphone brand took such a position, following the first in 2014, compared to Beijing News.",据新京报报道，这是智能手机品牌继2014年首次采取这种立场之后。,这是智能手机品牌继2014年首次与新京报相比采取这样的立场。,0,,
"This is the core of our service culture, a service that anticipates your every need and an emotional connection that comes from the heart.","This is the core of our service culture, a service that matched your every need and an emotional connection that comes from the heart.",这是我们服务文化的核心，该服务可以预测您的每一个需求和发自内心的情感联系。,这是我们服务文化的核心，一种满足您的每一个需求的服务，以及发自内心的情感联系。,0,,
"They made a flying start to their campaign, winning five of their first six matches, before faltering and suffering four straight defeats in the latter stages of the group phase.","They made a flying start to their campaign, winning five of their first six matches, before relegation and suffering four straight defeats in the latter stages of the group phase.",他们在赛季中取得了良好的开局，在前六场比赛中赢下了五场，然后在小组赛的后期步履蹒跚，遭遇了四连败。,他们的赛季开局良好，前六场比赛赢了五场，然后降级，并在小组赛后期遭遇四连败。,1,取得,
"There ’ s something deeply moving about seeing something germinate, flower or even go to seed.","There ’ s something deeply moving about seeing something leaf, flower or even go to seed.",看到一些东西发芽、开花甚至播种，会有一些深深的感动。,看到一些叶子、花朵甚至种子，都会有一些深深的感动。,1,开花;播种,花朵;种子
"Then when there is a peak in demand in a day or a month, the liquid air will be warmed so it expands.","Then when there is a peak in pressure in a day or a month, the liquid air will be warmed so it expands.",然后，当一天或一个月内需求达到峰值时，液态空气将被加热，使其膨胀。,然后，当一天或一个月内出现压力峰值时，液态空气将被加热，使其膨胀。,0,,
The results are only representative of nine marine corps recruit classes and more research is needed to determine whether similar findings would emerge among other groups of young recruits.,The results are only representative of nine marine corps recruit classes and more research is needed to determine whether similar sculptures would emerge among other groups of young recruits.,结果仅代表九个海军陆战队新兵班级，需要更多的研究来确定其他年轻新兵群体中是否会出现类似的发现。,结果仅代表九个海军陆战队新兵班级，需要更多的研究来确定其他年轻新兵群体中是否会出现类似的雕塑。,0,,
"The rapid growth of artificial intelligence presents an opportunity for Africa to provide solutions to some of its most pressing problems, such as food security, healthcare and financial services.","The rapid growth of artificial rna presents an opportunity for Africa to provide solutions to some of its most pressing problems, such as food security, healthcare and financial services.",人工智能的快速增长为非洲提供了为粮食安全、医疗保健和金融服务等一些最紧迫问题提供解决方案的机会。,人工RNA的快速增长为非洲提供了解决一些最紧迫问题的机会，例如粮食安全，医疗保健和金融服务。,0,,
"The event attracted 285 enterprise from 30 countries, a number smaller than previous years due to the pandemic.","The event attracted 285 enterprise from 30 countries, a number smaller than previous years due to the situation.",该活动吸引了来自30个国家的285家企业，由于大流行，数量比往年有所减少。,该活动吸引了来自30个国家的285家企业，由于形势原因，数量比往年有所减少。,0,,
"The drop in the numbers led to an unprecedented 10 - day period where, before their closure, Italy' s cultural attractions were offering pretty much private visits for tourists and visitors alike.","The drop in the numbers led to an unprecedented 10 - day period where, before their closure, blackpool' s cultural attractions were offering pretty much private visits for tourists and visitors alike.",人数的下降导致了前所未有的10天时间，在关闭之前，意大利的文化景点为游客和游客提供了几乎私人参观的机会。,人数的下降导致了前所未有的10天时间，在关闭之前，布莱克浦的文化景点为游客和游客提供了几乎私人参观的机会。,0,,
"The days were really, really odd because your sleep schedule is messed up and you' re out of contact with everyone else.","The days were really, really odd because your sleep schedule is messed up and you' re out of contact with thing else.",这些日子真的非常非常奇怪，因为你的睡眠时间表被打乱了，你和其他人失去了联系。,这些日子真的非常非常奇怪，因为你的睡眠时间表被打乱了，你和其他东西失去了联系。,0,,
"The cars are incredible, in fact how they' re made, watching the craftsmanship, the work that goes into them, the technology, the team.","The cars are incredible, in fact how they' re made, watching the homes, the work that goes into them, the technology, the team.",这些汽车令人难以置信，事实上它们是如何制造的，观察工艺，其中的工作，技术，团队。,这些汽车令人难以置信，事实上它们是如何制造的，观察房屋，进入它们的工作，技术，团队。,0,,
That board will look to see how many of the participants who are ill received the vaccine and how many received the placebo.,That board will look to see how many of the participants who are ill received the vaccine and how many received the dose.,该委员会将研究有多少生病的参与者接受了疫苗，有多少人接受了安慰剂。,该委员会将研究有多少生病的参与者接受了疫苗，有多少人接受了剂量。,0,,
"Such was the Saints dominance, they closed out the game with back up quarterback and former Buccaneers starter Jameis Winston taking the field.","Such was the Saints dominance, they closed out the game with back up quarterback and former Buccaneers starter bill Winston taking the field.",这就是圣徒队的统治力，他们以替补四分卫和前海盗队首发詹姆斯温斯顿上场结束了比赛。,这就是圣徒队的统治力，他们以替补四分卫和前海盗队首发比尔温斯顿上场结束了比赛。,0,,
"Springsteen has always been a poet at heart, and his music during marathon live performances with deeply personal accounts of his life and experiences.","Springsteen has always been a cowboy at heart, and his music during marathon live performances with deeply personal accounts of his life and experiences.",斯普林斯汀内心一直是一位诗人，他在马拉松现场表演中的音乐对他的生活和经历有着深刻的个人描述。,斯普林斯汀内心一直是一个牛仔，他在马拉松现场表演中的音乐对他的生活和经历有着深刻的个人描述。,0,,
"Since then, the majority of applicants for the position came with backgrounds in finance, business and, cultural and tourism industries, and international business.","Since then, the majority of applicants for the business came with backgrounds in finance, business and, cultural and tourism industries, and international business.",从那时起，该职位的大多数申请人都拥有金融、商业、文化和旅游业以及国际商务的背景。,从那时起，该业务的大多数申请人都具有金融，商业，文化和旅游业以及国际商务的背景。,0,,
"She had recently received an email from a friend, a single woman who confessed that she had spent months in dire economic straits.","She had recently received an email from a friend, a single lexi who confessed that she had spent months in dire economic straits.",她最近收到一封来自朋友的电子邮件，一位单身女性承认她在可怕的经济困境中度过了几个月。,她最近收到一封来自朋友的电子邮件，他承认自己在严峻的经济困境中度过了几个月。,1,可怕,严峻
Search and rescue operations have been going on around the clock in the debris of a total of eight collapsed buildings in the city.,Search and rescue operations have been going on around the clock in the debris of a total of eight collapsed corridors in the city.,搜救行动一直在该市总共八座倒塌建筑物的废墟中全天候进行。,搜救行动一直在该市总共八条倒塌走廊的废墟中全天候进行。,0,,
"Responsible for meeting and greeting visiting dignitaries and dignitaries, he leads tours of the city and embodies the enduring hold of the legend that draws most travellers here.","Responsible for meeting and greeting visiting dignitaries and dignitaries, he leads tours of the city and supports the enduring hold of the legend that draws most travellers here.",他负责会见和迎接来访的政要和政要，带领城市之旅，体现了吸引大多数游客的传奇的持久存在。,他负责会见和问候来访的政要和政要，带领城市之旅，并支持吸引大多数游客的传奇的持久存在。,0,,
"Priscilla Chan always knew her life' s work would be helping children, but she did not anticipate having billions of dollars at her disposal to try and change the fate of an entire generation.","Priscilla Chan always knew her life' s work would be helping children, but she did not mention having billions of dollars at her disposal to try and change the fate of an entire generation.",普莉希拉·陈一直知道她一生的工作就是帮助孩子，但她没想到会有数十亿美元可供她支配，试图改变整整一代人的命运。,普莉希拉·陈一直知道她一生的工作就是帮助孩子们，但她没有提到有数十亿美元可供她支配，试图改变整整一代人的命运。,0,,
"Other videos on social media showed Bolt dancing with dozens of people, the majority of whom were not wearing masks and were not observing social distancing.","Other videos on social media showed Bolt dancing with dozens of people, the majority of whom were not wearing masks and were not observing social rights.",社交媒体上的其他视频显示，博尔特与数十人跳舞，其中大多数人没有戴口罩，也没有遵守社交距离。,社交媒体上的其他视频显示，博尔特与数十人共舞，其中大多数人没有戴口罩，也没有遵守社会权利。,0,,
"Now we think that' s because she quit to pursue a relationship with Moss, a former professional football player who captured her heart from the start.","Now we think that' s because she happens to pursue a relationship with Moss, a former professional football player who captured her heart from the start.",现在我们认为这是因为她辞职是为了追求与莫斯的关系，莫斯是一名前职业足球运动员，从一开始就俘获了她的心。,现在我们认为这是因为她碰巧与莫斯建立了关系，莫斯是一名前职业足球运动员，从一开始就俘获了她的心。,1,追求,建立
"Li says that he will work hard to make sailing more exciting, easier to participate and to become a showcase of human power combined with the energy of nature.","Li says that he will work hard to make sailing more exciting, easier to participate and to become a showcase of human power combined with the energy of rev.",李说，他将努力使帆船运动更精彩，更容易参与，成为人类力量与自然能量相结合的展示。,李说，他将努力使帆船运动更精彩，更容易参与，并成为人类力量与Rev能量相结合的展示。,0,,
"It is important that learning is applied to planning for this winter, including what services can be delivered safely.","It is important that learning is applied to planning for this benefit, including what services can be delivered safely.",重要的是，将学习应用于今年冬天的规划，包括可以安全提供哪些服务。,重要的是，将学习应用于规划这一福利，包括可以安全提供哪些服务。,0,,
"It is covered with snow for eight months throughout the year, making it hard for hiking to take root and grow.","It is covered with oak for eight months throughout the year, making it hard for hiking to take root and grow.",它全年有八个月被雪覆盖，使徒步旅行难以生根和生长。,它全年有八个月被橡树覆盖，这使得徒步旅行很难生根和生长。,0,,
"It also mentions that the year marks the 20th anniversary of SCO, and activities like art exhibitions, film festivals, student football tournament and boxing tournament will be held in member countries.","It also mentions that the year marks the 20th anniversary of fascism, and activities like art exhibitions, film festivals, student football tournament and boxing tournament will be held in member countries.",它还提到，今年是上海合作组织成立20周年，成员国将举办艺术展览，电影节，学生足球比赛和拳击比赛等活动。,它还提到，今年是法西斯主义成立20周年，成员国将举办艺术展览，电影节，学生足球锦标赛和拳击锦标赛等活动。,0,,
"In the summer of 1988, lee took chuck and two of his bandmates to lunch in Greenwich Village and asked them to write an anthem.","In the summer of 1988, lee took chuck and two of his teammates to lunch in Greenwich Village and asked them to write an anthem.",1988年夏天，李带着查克和他的两个乐队成员在格林威治村共进午餐，并请他们写一首国歌。,1988年夏天，李带着查克和他的两个队友去格林威治村吃午饭，并请他们写一首国歌。,0,,
"In a confounding and overwhelming year, music has allowed us both to reflect on the state of the world and escape from it with equal brilliance, says Nick Levine.","In a brave and overwhelming year, music has allowed us both to reflect on the state of the world and escape from it with equal brilliance, says Nick Levine.",尼克·莱文说，在一个令人困惑和压倒性的一年里，音乐让我们既能反思世界的状况，又能以同样的光彩逃离世界。,尼克·莱文说，在勇敢而压倒性的一年里，音乐让我们既能反思世界的状况，又能以同样的光彩逃离世界。,0,,
I was really looking forward to competing this week but will do everything I can to return as quickly as possible.,I was really looking forward to competing this fall but will do everything I can to return as quickly as possible.,我真的很期待本周的比赛，但我会尽我所能尽快回来。,我真的很期待今年秋天的比赛，但我会尽我所能尽快回来。,0,,
"I just need an opportunity to become the best in the world, which I truly believe that Matchroom is able to provide.","I just need an opportunity to become the best in the world, which I truly believe that satan is able to provide.",我只需要一个成为世界上最好的机会，我真的相信Matchroom能够提供。,我只需要一个机会成为世界上最好的，我真的相信撒旦能够提供。,0,,
"House prices rose at their fastest rate for five weeks in October as buyers raced to beat next year' s stamp duty deadline, the Nationwide has said.","House prices rose at their fastest rate for five weeks in October as buyers raced to beat next year' s stamp duty deadline, the Nationwide has known.",全国范围内表示，房价在10月份以五周来最快的速度上涨，因为买家竞相赶上明年的印花税截止日期。,全国都知道，房价在10月份以五周来最快的速度上涨，因为买家竞相赶上明年的印花税截止日期。,0,,
"Her research had pointed her toward the schisms dividing modern America, showing how abruptly communities can fracture along fault lines of race and class.","Her research had pointed her toward the mountains dividing modern America, showing how abruptly communities can fracture along fault lines of race and class.",她的研究将她指向了划分现代美国的分裂，展示了社区如何突然沿着种族和阶级的断层线分裂。,她的研究将她指向分隔现代美国的山脉，展示了社区如何突然沿着种族和阶级的断层线分裂。,0,,
"He was a philanthropist, and he was good for somewhere he could try out an experiment, mainly with education, and wanted to find a community where he could rule it.","He was a philanthropist, and he was good for somewhere he could try out an experiment, mainly with education, and wanted to find a democracy where he could rule it.",他是一个慈善家，他喜欢在某个地方尝试一个实验，主要是教育，并希望找到一个他可以统治它的社区。,他是一个慈善家，他喜欢在某个地方尝试一个实验，主要是教育，并希望找到一个他可以统治它的民主国家。,0,,
"He performed really well in the past camp, so that is a relief but we have got strength in depth.","He sounds really well in the past camp, so that is a relief but we have got strength in depth.",他在上一次训练营中表现得非常好，所以这是一种解脱，但我们在深度上得到了力量。,在过去的训练营中，他听起来非常好，所以这是一种解脱，但我们在深度上得到了力量。,0,,
"Groups of friends and families are major forces behind preparing for the holiday, as college students account for a diminishing proportion.","Groups of friends and families are major forces behind preparing for the holiday, as college students account for a high proportion.",朋友和家人团体是准备假期的主要力量，因为大学生所占的比例越来越小。,朋友和家人团体是准备假期的主要力量，因为大学生占很大比例。,0,,
"Everybody just talked about my arm instead of talking about how I was making the right decisions, going to the right place.","Everybody just talked about my arm instead of talking about how I was making the right distance, going to the right place.",每个人都只是谈论我的手臂，而不是谈论我如何做出正确的决定，去正确的地方。,每个人都只是谈论我的手臂，而不是谈论我如何达到正确的距离，去正确的地方。,0,,
"Emanuel has expressed his interest in the post, telling allies that the nation' s infrastructure challenges are so dire that a person with experience from the executive and legislative branch would be an asset.","Emanuel has expressed his interest in the post, telling allies that the nation' s infrastructure challenges are so dire that a journalist with experience from the executive and legislative branch would be an asset.",伊曼纽尔表达了他对这个职位的兴趣，告诉盟友，国家的基础设施挑战是如此严峻，以至于具有行政和立法部门经验的人将是一种资产。,伊曼纽尔表达了他对这个职位的兴趣，他告诉盟友，国家的基础设施挑战是如此严峻，以至于具有行政和立法部门经验的记者将是一种资产。,0,,
Dustin Johnson' s record - breaking Masters victory owed plenty to soft November conditions but he also demonstrated qualities that make him close to the complete package as a player.,Dustin Johnson' s record - breaking Masters victory owed plenty to soft November conditions but he also demonstrated qualities that make him close to the complete package as a father.,达斯汀·约翰逊打破大师赛胜利的纪录在很大程度上归功于11月的软条件，但他也表现出了使他接近完整球员的品质。,达斯汀·约翰逊打破大师赛胜利的纪录在很大程度上归功于11月的软条件，但他也表现出了使他接近父亲完整包装的品质。,1,,包装
"During the conversation, the two presidents also discussed the issue of illegal immigration and the solutions that must be reached together to address the issue.","During the conversation, the two presidents also discussed the issue of illegal immigration and the group that must be reached together to address the issue.",在谈话中，两国元首还讨论了非法移民问题以及必须共同解决这一问题的解决方案。,在谈话中，两国总统还讨论了非法移民问题以及必须共同解决这一问题的小组。,0,,
Ding became the pride of his snooker - loving nation in 2005 when he won the China Open right after his 18th birthday.,Ding became the pride of his rock - loving nation in 2005 when he won the China Open right after his 18th birthday.,2005年，丁俊晖在18岁生日后赢得了中国公开赛冠军，成为斯诺克热爱的国家的骄傲。,2005年，丁玲在18岁生日后赢得了中国公开赛冠军，成为他热爱摇滚的国家的骄傲。,1,丁俊晖,丁玲
"Despite not feeling hungry at first, my stomach became a bottomless pit as I continued eating.","Despite not feeling hungry at first, my stomach became a foul pit as I continued eating.",尽管一开始并不觉得饿，但当我继续吃东西时，我的胃变成了一个无底洞。,尽管一开始并不觉得饿，但当我继续吃东西时，我的胃变成了一个臭坑。,0,,
But some of its youngest members get round this by lying about their date of birth when they join.,But some of its female members get round this by lying about their date of birth when they join.,但是，一些最年轻的成员通过在加入时谎报出生日期来解决这个问题。,但它的一些女性成员通过在加入时谎报出生日期来解决这个问题。,0,,
"Before the pandemic, there was only limited use of gloves, however, and in particular masks, in care homes.","Before the years, there was only limited use of gloves, however, and in particular masks, in care homes.",然而，在大流行之前，护理院中手套的使用有限，尤其是口罩。,然而，在此之前，护理院中手套的使用有限，尤其是口罩。,0,,
"Any vaccines which are determined for use will undergo a vigorous series of safety checks, they will be absolutely safe for the public to use.","Any ships which are determined for use will undergo a vigorous series of safety checks, they will be absolutely safe for the public to use.",任何确定使用的疫苗都将经过一系列严格的安全检查，公众使用绝对安全。,任何确定使用的船舶都将经过一系列严格的安全检查，公众使用绝对安全。,0,,
"After three years, the man' s account was still active, at which point Panorama contacted the company.","After three years, the employer' s account was still active, at which point Panorama contacted the company.",三年后，该男子的账户仍然有效，此时Panorama联系了该公司。,三年后，雇主的账户仍然有效，此时Panorama联系了该公司。,0,,
A young chef at the Chairman spends more than a year practicing on the wok by cooking staff meals before he or she is allowed to stir up a dish for dinner.,A young chef at the Chairman spends more than a year practicing on the bike by cooking staff meals before he or she is allowed to stir up a dish for dinner.,主席的年轻厨师花了一年多的时间在炒锅上练习，在他或她被允许搅拌晚餐之前，通过烹饪员工饭菜来练习。,主席的年轻厨师花了一年多的时间在自行车上练习，在他或她被允许搅拌晚餐之前，通过烹饪员工饭菜。,0,,
A review has been ordered by racecourse bosses after all but one runner was disqualified from a race at Fontwell.,A review has been ordered by racecourse bosses after all but one runner was disqualified from a race at ste.,赛马场老板已经下令进行审查，毕竟除了一名跑步者被取消了在Fontwell的比赛资格。,赛马场老板已经下令进行审查，毕竟除了一名跑步者被取消了比赛资格。,0,,
"A new Watch Dogs trailer, apparently featuring footage from the current - gen version of the game, has drawn criticism for its poor quality.","A new Watch Dogs trailer, apparently featuring footage from the current - gen version of the pilot, has drawn criticism for its poor quality.",一个新的看门狗预告片，显然是来自当前游戏版本的镜头，因其质量差而受到批评。,一个新的看门狗预告片，显然是当前一代版本的飞行员的镜头，因其质量差而受到批评。,1,,一代
"A Chinese citizen, who worked at the same restaurant, was injured in the attack and is now in stable condition, the embassy said.","A Chinese citizen, who worked at the same restaurant, was injured in the part and is now in stable condition, the embassy said.",大使馆说，在同一家餐馆工作的一名中国公民在袭击中受伤，目前情况稳定。,大使馆说，在同一家餐馆工作的一名中国公民在该部分受伤，目前情况稳定。,0,,
"With all the group and previous knockout matches played behind closed door, tickets for the final were in very hot demand.","With all the home and previous knockout matches played behind closed door, tickets for the final were in very hot demand.",由于所有小组赛和之前的淘汰赛都是闭门进行的，决赛的门票需求非常火爆。,由于所有主场和之前的淘汰赛都是闭门进行的，决赛的门票需求非常火爆。,0,,
"We just carry on and focus on the next game, the next game and that' s what we are doing.","We just carry on and say on the next game, the next game and that' s what we are doing.",我们只是继续前进，专注于下一场比赛，下一场比赛，这就是我们正在做的事情。,我们只是继续说下一场比赛，下一场比赛，这就是我们正在做的事情。,0,,
"We have captured a piece of history by telling the stories of our lives during such an unusual period, and that gives this book meaning.","We have captured a piece of history by telling the stories of our lives during such an unusual creature, and that gives this book meaning.",我们通过讲述这样一个不寻常时期的生活故事来捕捉一段历史，这赋予了这本书意义。,我们通过讲述我们在这种不寻常的生物中的生活故事来捕捉一段历史，这赋予了这本书意义。,0,,
"Trump is listening to his friends, this he said, but hurriedly ends conversations because he disagrees.","Trump is listening to his friends, this he said, but hurriedly ends conversations because he de.",特朗普正在听他的朋友说，他说，但匆忙结束了谈话，因为他不同意。,特朗普正在听他的朋友说话，他说，但匆忙结束了谈话，因为他德。,0,,
"Travelers can also opt for small islands on the lake, where karst landscape and monkeys can be spotted.","Travelers can also opt for small islands on the lake, where real landscape and monkeys can be spotted.",游客还可以选择湖上的小岛，在那里可以看到喀斯特景观和猴子。,游客还可以选择湖上的小岛，在那里可以看到真正的风景和猴子。,0,,
"To facilitate contact tracing, guests will be obliged to book in advance for each film release and sit only on their pre - ordered seat.","To facilitate contact tracing, practitioners will be obliged to book in advance for each film release and sit only on their pre - ordered seat.",为了便于追踪接触者，客人必须提前预订每部电影上映，并且只能坐在他们预订的座位上。,为了便于追踪接触者，从业者将有义务提前预订每部电影上映，并且只能坐在他们预订的座位上。,0,,
Thousands of people have been prevented from paying with cash in recent months.,Thousands of people have been assaulted from paying with cash in recent months.,近几个月来，成千上万的人被阻止用现金支付。,近几个月来，成千上万的人因用现金支付而受到攻击。,0,,
"This was no rough draft, demanding a revision, yet it was not among the dozens of songs he recorded with Lomax in 1940.","This was no rough draft, demanding a revision, yet it was not among the dozens of songs he recorded with decca in 1940.",这不是需要修改的草稿，但它不是他在1940年与Lomax一起录制的数十首歌曲之一。,这不是需要修改的草稿，但它不是他在1940年与Decca录制的数十首歌曲之一。,0,,
This chance for the Nigerien tribes to share their perspective of the impact of colonial rule was something Conrad never afforded his African characters.,This chance for the colonial tribes to share their perspective of the impact of colonial rule was something Conrad never afforded his African characters.,尼日尔部落有机会分享他们对殖民统治影响的看法，这是康拉德从未给他的非洲角色的。,殖民地部落有机会分享他们对殖民统治影响的看法，这是康拉德从未给他的非洲角色的。,0,,
"There is a medical team, made up of more than 10 professionals that is in constant contact with everyone.","There is a medical ethics, made up of more than 10 professionals that is in constant contact with everyone.",有一个由10多名专业人员组成的医疗团队，与每个人保持联系。,有一个医学伦理，由10多名专业人士组成，与每个人保持联系。,0,,
The top science cities are those whose institutions collectively publish the most output in the 82 major journals ranked by the Nature Index.,The top protein cities are those whose institutions collectively publish the most output in the 82 major journals ranked by the Nature Index.,顶级科学城市是那些在自然指数排名的82种主要期刊中，其机构集体发表产出最多的城市。,顶级蛋白质城市是那些在自然指数排名的82种主要期刊中集体发表最多产出的城市。,1,机构,
"The resulting rush of air will drive a turbine to make electricity, which can be sold back to the grid.","The resulting rush of air will drive a turbine to make dust, which can be sold back to the grid.",由此产生的空气涌入将驱动涡轮机发电，这些电力可以卖回电网。,由此产生的空气涌入将驱动涡轮机产生灰尘，这些灰尘可以卖回电网。,0,,
The restrictions relating to Denmark have been implemented because of concerns over a new coronavirus strain.,The restrictions relating to Denmark have been implemented because of concerns over a new training strain.,由于担心新的冠状病毒毒株，已经实施了与丹麦有关的限制。,由于担心新的培训压力，已经实施了与丹麦有关的限制。,1,毒株,压力
The report was put out by the African Union Development Agency and the African Development Bank after a study into the establishment of a continental electricity grid.,The report was put out by the korea Union Development Agency and the African Development Bank after a study into the establishment of a continental electricity grid.,该报告是由非洲联盟开发署和非洲开发银行在对建立大陆电网进行研究后发布的。,该报告是由韩国联盟发展厅和非洲开发银行在对大陆电网的建立进行研究后发布的。,0,,
"The report said since the start of the pandemic adverse trends in poverty, especially, employment and mental health for children and young people had worsened.","The report said since the start of the apartheid adverse trends in poverty, especially, employment and mental health for children and young people had worsened.",报告称，自大流行开始以来，贫困的不利趋势，特别是儿童和年轻人的就业和心理健康恶化。,报告说，自种族隔离开始以来，贫困的不利趋势，特别是儿童和年轻人的就业和心理健康恶化。,0,,
"The relationship between source control and personal protection is likely complementary and possibly synergistic, so that individual benefit increases with increasing community mask use.","The relationship between source control and personal protection is likely complementary and possibly optimal, so that individual benefit increases with increasing community mask use.",源头控制和个人保护之间的关系可能是互补的，也可能是协同的，因此个人利益随着社区口罩使用的增加而增加。,源头控制和个人保护之间的关系可能是互补的，也可能是最佳的，因此个人利益随着社区口罩使用的增加而增加。,0,,
The pandemic has severely disrupted the education and healthcare systems that millions of parents rely on.,The suicide has severely disrupted the education and healthcare systems that millions of parents rely on.,大流行严重扰乱了数百万父母所依赖的教育和医疗保健系统。,自杀事件严重扰乱了数百万父母所依赖的教育和医疗保健系统。,0,,
"The pandemic has affected most athletes in the world, and we are sorry so I will try my best to prepare for the Olympics.","The sin has affected most athletes in the world, and we are sorry so I will try my best to prepare for the Olympics.",疫情影响了世界上大多数运动员，我们很抱歉，我会尽力为奥运会做准备。,罪恶影响了世界上大多数运动员，我们很抱歉，所以我会尽力为奥运会做准备。,0,,
"The months ahead will be challenging for you, so it is especially important that we discuss and coordinate our policies.","The months ahead will be challenging for you, so it is especially early that we discuss and coordinate our policies.",未来几个月对你们来说将充满挑战，因此我们讨论和协调我们的政策尤为重要。,未来几个月对你们来说将充满挑战，因此我们讨论和协调我们的政策尤其早。,0,,
"The ministers renewed the discussion of new fiscal rules, which was disrupted by the pandemic early this year.","The ministers renewed the discussion of new fiscal rules, which was disrupted by the tide early this year.",部长们重新讨论了今年年初因疫情而中断的新财政规则。,部长们重新讨论了今年年初被潮流打乱的新财政规则。,1,中断,打乱
The goal is to popularize knowledge about how to eat properly and improve the life quality of cancer patients.,The goal is to earn knowledge about how to eat properly and improve the life quality of cancer patients.,目标是普及如何正确饮食的知识，提高癌症患者的生活质量。,目标是获得有关如何正确饮食和改善癌症患者生活质量的知识。,0,,
The developers are applying for regulatory approval after trial results showed it protected 70% of people.,The developers are applying for regulatory approval after trial results showed it protected 70% of women.,开发商正在申请监管批准，因为试验结果表明它保护了70%的人。,开发商正在申请监管批准，因为试验结果表明它保护了70%的女性。,0,,
"The decision resulted in clashes between his supporters and the opposition ahead of the Saturday elections, leading to deaths and injuries.","The decision resulted in clashes between his supporters and the opposition ahead of the Saturday dawn, leading to deaths and injuries.",这一决定导致他的支持者和反对派在周六选举前发生冲突，导致死亡和受伤。,这一决定导致他的支持者和反对派在星期六黎明前发生冲突，导致伤亡。,0,,
The coronavirus comes amid mass cancellation of flights and businesses as new cases are being diagnosed around the world every day.,The jack comes amid mass cancellation of flights and businesses as new cases are being diagnosed around the world every day.,冠状病毒是在航班和企业大规模取消之际出现的，因为世界各地每天都有新病例被诊断出来。,千斤顶是在航班和企业大规模取消的情况下出现的，因为世界各地每天都有新病例被诊断出来。,0,,
