S_s,S_f,T_s,T_f,Violation,Fine-grained Violations in T_s,Fine-grained Violations in T_f
"a kind of fancy , creamy casserole","fancy , creamy casserole",一种精致的奶油砂锅,美味的奶油砂锅,1,精致的,美味的
"All over the world , many hospitals are already at their breaking point , with overwhelmed and overworked staff members and a continuing surge of patients.",a continuing surge of patients.,在世界各地，许多医院已经到了崩溃的边缘，工作人员不堪重负，过度劳累，病人人数持续激增。,病人持续激增。,0,,
A railway line used in Prince Charles ' investiture at Caernarfon in 1969,Prince Charles ' investiture,1969年查尔斯王子在卡那封加冕仪式上使用的铁路线,查尔斯王子的授勋仪式,0,,
A maximum of 4000 fans will be allowed at outdoor events in the lowest - risk areas when the four - week lockdown in England ends on 2 December.,the four - week lockdown,12月2日，英格兰为期四周的封锁结束后，在风险最低的地区，最多允许4000名球迷参加户外活动。,四周的封锁,0,,
Xi called on the two nations to jointly uphold multilateralism and firmly safeguard the international order and system with the United Nations at the helm.,the international order and system,双方要共同维护多边主义，坚定维护以联合国为核心的国际秩序和国际体系。,国际秩序和国际体系,0,,
"Women working at a Ralph Lauren store said they had been forced to stay overnight to complete orders , sometimes requiring them to sleep on the factory floor.",a Ralph Lauren store,在拉夫·劳伦门店工作的女性表示，她们被迫通宵完成订单，有时还被要求睡在工厂的地板上。,拉夫·劳伦专卖店,0,,
close cooperation among central and local government departments,central and local government departments,中央和地方政府部门密切配合,中央和地方政府部门,0,,
"When I was watching other leg - spinners a few years back , I would never dream that sometime in the future I will be someone else ' s role model.",other leg - spinners,几年前，当我观看其他旋转腿的比赛时，我从来没有想过在未来的某个时候，我会成为别人的榜样。,其他旋转腿,0,,
Wednesday ' s meeting also adopted conclusions on an action plan against money laundering and terrorism financing presented by the european commission in May.,Wednesday ' s meeting,周三的会议还通过了欧盟委员会5月份提出的一项打击洗钱和恐怖主义融资行动计划的结论。,星期三的会议,0,,
"Wearing a mask can help protect you , not just those around you , from coronavirus transmission , the Centers for Disease Control and Prevention said in new guidance Tuesday.",new guidance Tuesday.,美国疾病控制和预防中心周二在新的指导意见中说，戴口罩可以帮助保护你自己，而不仅仅是你周围的人，免受冠状病毒的传播。,周二的新指导意见。,0,,
"Trump has continued his attacks on mail - in ballots , saying he would deploy lawyers if states are still counting votes after Election day.",mail - in ballots,川普继续攻击邮寄选票，他说，如果各州在选举日之后还在点票，他将派遣律师。,邮寄选票,0,,
"Tourists can immerse themselves in the more than 50 tourist activities located in Jilin during the day , ranging from a ski trip to a music festival.",the more than 50 tourist activities,白天，游客可以沉浸在吉林的50多种旅游活动中，从滑雪之旅到音乐节。,50多项旅游活动,0,,
"TikTok has capitalized on the trend by making a TV commercial from the original video and its knockoffs , which ran during Major League Baseball playoffs.",Major League Baseball playoffs.,TikTok利用这一趋势，用原版视频和仿制品制作了一则电视广告，在美国职业棒球大联盟季后赛期间播出。,美国职业棒球大联盟季后赛。,0,,
a multiple - entry visa valid for up,a multiple - entry visa,有效的多次往返签证,多次往返签证,0,,
"Those living under level four restrictions would be advised to avoid any unnecessary travel out of the country , and to keep journeys within the area to an absolute minimum.",level four restrictions,建议那些生活在四级限制之下的人避免任何不必要的出国旅行，并将在该地区的旅行减少到绝对最低限度。,四级限制,0,,
"This went to the High Court , where judges found that most , but not all of the policies involved should pay out offering a potential lifeline to these small businesses.","most , but not all of the policies involved",上诉到高等法院，法官们认为大部分，但不是所有的相关政策都应该为这些小企业提供潜在的生命线。,大部分，但不是所有的政策都涉及到,0,,
your every need and an emotional connection that comes from the heart.,your every need and an emotional connection,你的每一个需求和来自内心的情感联系。,你的每一个需求和情感联系,0,,
"a flying start to their campaign , winning five of their first six matches",their first six matches,他们开门红，前六场比赛赢了五场,前六场比赛,0,,
"Then when there is a peak in demand in a day or a month , the liquid air will be warmed so it expands.",demand in a day or a month,然后，当一天或一个月的需求达到峰值时，液体空气将被加热，从而膨胀。,一天或一个月的需求,0,,
"The world ' s poorest and most vulnerable must not be "" trampled in the stampede "" for Covid - 19 vaccines , the head of the World Health Organization has warned.",the head of the World Health Organization,世界卫生组织总干事谭德塞警告说，世界上最贫穷和最脆弱的人群不应被Covid - 19疫苗的“踩踏”。,世界卫生组织总干事,1,谭德塞,
"the populist right - wing swiss people ' s party , known as the SVP , which claimed current regulations would lead to overpopulation , rising housing costs and a strained welfare system.",rising housing costs,民粹主义右翼瑞士人民党声称，目前的规定将导致人口过剩、住房成本上升和福利体系紧张。,房价上涨,0,,
the first wave of the virus in the next six weeks.,the next six weeks.,接下来六周的第一波病毒,接下来的六周。,0,,
"The results come hot on the heels of similar results from Pfizer , and add to growing confidence that vaccines can help end the pandemic.",the heels of similar results,这一结果紧随辉瑞公司的类似结果而来，并增强了人们对疫苗有助于结束大流行的信心。,鞋跟的结果相似,1,紧随,鞋跟
representative of nine marine corps recruit classes,nine marine corps recruit classes,代表九个海军陆战队新兵班,九个海军陆战队新兵班,0,,
"The restoration work on relocated frescos and colored statues from the Tianti Mountain Grottoes , some of China ' s largest , has been completed local authorities said on Friday.",The restoration work,当地政府周五表示，中国最大的石窟之一天anti山石窟的壁画和彩色雕像的修复工作已经完成。,修复工作,0,,
"The rapid growth of artificial intelligence presents an opportunity for Africa to provide solutions to some of its most pressing problems , such as food security , healthcare and financial services.",The rapid growth,人工智能的快速发展为非洲提供了一个机会，可以为其一些最紧迫的问题提供解决方案，如粮食安全、医疗保健和金融服务。,快速增长,0,,
"The public urgently needs to treat Covid - 19 as the health emergency it is to prevent the health care system from being overwhelmed , the health system said in a statement Wednesday.",the health care system,美国卫生系统周三在一份声明中表示，公众迫切需要将Covid - 19视为突发卫生事件，以防止医疗系统不堪重负。,医疗保健系统,1,美国,
"The opportunity to earn an invitation to the Masters and stand at that first tee was my dream , and to have it come true in 1975 remains one of the greatest highlights of my career and life.",the greatest highlights of my career and life.,有机会获得大师赛的邀请并站在第一个发球区是我的梦想，而在1975年实现这一梦想仍然是我职业生涯和人生中最伟大的亮点之一。,这是我职业生涯和人生中最大的亮点。,1,最伟大,最大的
"The lockdown , which begins on Thursday , calls for non - essential shops to close , and to work from home if necessary , and most sporting and leisure facilities to be mothballed.","The lockdown , which begins on Thursday ,",从周四开始的封锁要求非必要的商店关闭，必要时在家工作，大多数运动和休闲设施被封存。,封锁将于周四开始，,0,,
"The latest VR technology and 3d filming makes it possible to see the magnificent natural landscapes of Huangshan county , exquisite architecture of the Summer Palace , splendid views of Jiuzhaigou and sacred serenity of Potala Palace with just a few clicks.",exquisite architecture of the Summer Palace,最新的VR技术和3d拍摄技术使得只需点击几下鼠标，就可以看到黄山壮丽的自然景观、颐和园的精美建筑、九寨沟的壮丽景色和布达拉宫的神圣宁静。,颐和园的精美建筑,0,,
"The event attracted 285 enterprise from 30 countries , a number smaller than previous years due to the pandemic.","30 countries , a number smaller than previous years",本届展会吸引了来自30个国家的285家企业参展，受疫情影响，参展人数少于往年。,30个国家，这个数字比前几年要少,0,,
"the numbers led to an unprecedented 10 - day period where , before their closure , Italy ' s cultural attractions were offering pretty much private visits for tourists and visitors alike.",an unprecedented 10 - day period,这些数字导致了前所未有的10天，在关闭之前，意大利的文化景点为游客和游客提供了相当多的私人参观。,史无前例的10天期限,1,,期限
"its portfolio of assets in oncology , vaccines.","oncology , vaccines.",其在肿瘤学、疫苗方面的资产组合。,肿瘤学，疫苗。,0,,
"The cars are incredible , in fact how they ' re made , watching the craftsmanship , the work that goes into them , the technology , the team.","the craftsmanship , the work that goes into them",这些车是不可思议的，事实上，它们是如何制造的，看着工艺，工作，技术，团队。,他们的工艺，他们的工作,0,,
"the intensity , pace and physicality in competitions of the professional league",competitions of the professional league,职业联赛比赛的强度、节奏和体能,职业联赛的比赛,0,,
The German manager has been heavily critical of the congested fixture list this season and has repeatedly called for teams to be able to use five substitutions in a match in order to prevent more injuries.,The German manager,这位德国主教练对本赛季的赛程安排非常不满，并多次呼吁球队在一场比赛中使用5个换人名额，以防止更多的伤病。,德国经理,1,主教练,经理
"The Federal Communications Commission ( FCC ) will draft regulations intended for social media companies following a decision earlier this year by the Trump administration , the agency ' s chairman said Thursday.",The Federal Communications Commission,美国联邦通信委员会主席周四表示，根据特朗普政府今年早些时候的一项决定，该委员会将起草针对社交媒体公司的规定。,联邦通信委员会,1,美国,
The EU and UK chief negotiators have stepped back from post - Brexit trade talks after a member of the EU team tested positive for Covid - 19.,Covid - 19.,在一名欧盟团队成员新冠病毒检测呈阳性后，欧盟和英国首席谈判代表退出了英国退欧后的贸易谈判。,Covid - 19。,1,新冠病毒,Covid - 19
"The EIU predicts that the trends will continue , with people prioritizing staples and home entertainment over the likes of clothing during 2021.",staples and home entertainment over the likes of clothing,经济学人智库预测，这一趋势将持续下去，到2021年，人们会优先考虑主食和家庭娱乐，而不是服装等。,主食和家庭娱乐，而不是服装,0,,
"Such was the Saints dominance , they closed out the game with back up quarterback and former Buccaneers starter Jameis Winston taking the field.",quarterback and former Buccaneers,这就是圣徒队的统治力，他们以替补四分卫和前海盗队首发詹姆斯·温斯顿上场结束了比赛。,四分卫，前海盗队队员,0,,
"Springsteen has always been a poet at heart , and his music during marathon live performances with deeply personal accounts of his life and experiences.",deeply personal accounts of his life and experiences.,斯普林斯汀在内心深处一直是一位诗人，他在马拉松现场表演中的音乐深刻地讲述了他的生活和经历。,深刻的个人生活和经历的描述。,0,,
charges of espionage and theft of american property.,espionage and theft of american property.,罪名是间谍和盗窃美国财产。,从事间谍活动和盗窃美国财产。,1,,从事
"backgrounds in finance , business and , cultural and tourism industries , and international business.",cultural and tourism industries,金融、工商、文化旅游、国际商务背景。,文化旅游产业,1,,产业
"a friend , a single woman who confessed that she had spent months in dire economic straits.",dire economic straits.,我的一个朋友，一个单身女性，她承认自己已经在可怕的经济困境中度过了几个月。,可怕的经济困境。,0,,
Search and rescue operations have been going on around the clock in the debris of a total of eight collapsed buildings in the city.,the debris of a total of eight,在这座城市共8座倒塌建筑的废墟中，搜救工作正在昼夜不停地进行。,残骸一共有八块,0,,
"Responsible for meeting and greeting visiting dignitaries and dignitaries , he leads tours of the city and embodies the enduring hold of the legend that draws most travellers here.",the legend that draws most travellers here.,他负责接待来访的政要和政要，带领游客游览这座城市，体现了吸引大多数游客来到这里的持久传奇。,吸引众多游客前来的传说。,0,,
"Priscilla Chan always knew her life ' s work would be helping children , but she did not anticipate having billions of dollars at her disposal to try and change the fate of an entire generation.",the fate of an entire generation.,普莉希拉·陈一直都知道她一生的工作将是帮助儿童，但她没有预料到自己会拥有数十亿美元来尝试改变整整一代人的命运。,整整一代人的命运。,0,,
Prime Minister of Kyrgyzstan Sadyr Zhaparov on Thursday,Kyrgyzstan Sadyr Zhaparov,吉尔吉斯斯坦总理萨德尔·扎帕罗夫周四说,吉尔吉斯斯坦萨德尔·扎帕罗夫,0,,
"Other videos on social media showed Bolt dancing with dozens of people , the majority of whom were not wearing masks and were not observing social distancing.",Other videos on social media,社交媒体上的其他视频显示，博尔特与数十人跳舞，其中大多数人没有戴口罩，也没有遵守社交距离。,社交媒体上的其他视频,0,,
a bit of a sore throat and a headache.,a sore throat and a headache.,喉咙有点痛，还有点头痛。,喉咙痛，头痛。,0,,
Covid - 19 test results as many in the Trump administration ' s central strategy,many in the Trump administration ' s central strategy,Covid - 19的测试结果与特朗普政府的核心战略一样多,特朗普政府的核心战略中的许多人,1,一样多,许多人
"Now we think that ' s because she quit to pursue a relationship with Moss , a former professional football player who captured her heart from the start.",a former professional football player,现在我们认为这是因为她为了追求前职业足球运动员莫斯而辞职，莫斯从一开始就俘获了她的心。,前职业足球运动员,0,,
Most Chinese cities have risen up the rankings largely due to the US - China tech war which has tested the resilience of supply chains and raised consumer prices.,the resilience of supply chains,大多数中国城市的排名都有所上升，主要原因是中美科技战考验了供应链的韧性，并提高了消费价格。,供应链的弹性,0,,
"Mavis Fearnley celebrated her 105th birthday in style on Saturday with a party at The Meadows care home , Britwell Road.","The Meadows care home , Britwell Road.",周六，梅维斯·费恩利在布里维尔路的梅多斯养老院举办了一场时尚的生日派对，庆祝她105岁的生日。,梅多斯养老院，布里维尔路。,0,,
"sailing more exciting , easier to participate and to become a showcase of human power combined with the energy of nature.",human power combined with the energy of nature.,帆船运动更刺激，更容易参与，成为人类力量与自然能量相结合的展示。,人类的力量与自然的能量相结合。,0,,
"Legendary thespian Mickey Rooney , who Laurence Olivier once described as the greatest actor of them all , has passed away , it was said.",Legendary thespian Mickey Rooney,据说，曾被劳伦斯·奥利弗誉为最伟大演员的传奇演员米基·鲁尼去世了。,传奇演员米基·鲁尼,0,,
"It also mentions that the year marks the 20th anniversary of SCO , and activities like art exhibitions , film festivals , student football tournament and boxing tournament will be held in member countries.",student football tournament,文件还提到，今年是上海合作组织成立20周年，将在成员国举办艺术展览、电影节、学生足球锦标赛、拳击锦标赛等活动。,学生足球锦标赛,0,,
"In the summer of 1988 , lee took chuck and two of his bandmates to lunch in Greenwich Village and asked them to write an anthem.",lunch in Greenwich Village,1988年夏天，李带着查克和他的两个乐队成员去格林威治村吃午饭，并让他们写一首赞歌。,格林威治村午餐,0,,
"In a confounding and overwhelming year , music has allowed us both to reflect on the state of the world and escape from it with equal brilliance , says Nick Levine.",a confounding and overwhelming year,尼克·莱文说:“在这令人困惑和不知所措的一年里，音乐让我们既能反思世界的现状，又能同样出色地逃离它。”,令人困惑和不知所措的一年,0,,
a local buyer of dozens of remaining relics,dozens of remaining relics,一名当地买家，购买了数十件遗留文物,数十处遗迹,1,遗留文物,遗迹
"Her research had pointed her toward the schisms dividing modern America , showing how abruptly communities can fracture along fault lines of race and class.",fault lines of race and class.,她的研究将她引向了现代美国的分裂，显示出社区会如何突然地沿着种族和阶级的断层线分裂。,种族和阶级的断层线。,0,,
"He has won wide acclaim in the hospitality industry , not just for his acute market insights , but also because of his ability to remain calm and composed in stressful situations.",his acute market insights,他在酒店业赢得了广泛的赞誉，不仅因为他敏锐的市场洞察力，还因为他能够在紧张的情况下保持冷静和沉着。,他敏锐的市场洞察力,0,,
"Groups of friends and families are major forces behind preparing for the holiday , as college students account for a diminishing proportion.",Groups of friends and families,朋友和家人是筹备假期的主要力量，而大学生所占的比例正在下降。,一群朋友和家人,1,,一群
"Greg Abbott ' s order limiting ballot drop boxes to one per county , injecting more uncertainty into the state over mail - in voting in the state.",one per county,格雷格·阿博特的命令将选票投箱限制在每个县一个，这给该州的邮寄投票注入了更多的不确定性。,一个县一个,0,,
"prominent figures in Chinese history , especially the intellectuals ,","Chinese history , especially the intellectuals ,",中国历史上的杰出人物，特别是知识分子，,中国历史，尤其是知识分子，,0,,
Fluid from a nasal swab or saliva,a nasal swab or saliva,鼻拭子或唾液中的液体,鼻拭子或唾液,0,,
European nations are reintroducing strict measures aimed at limiting the spread of the novel coronavirus after treatment and hospitalizations because of COVID - 19 skyrocketed.,the spread of the novel coronavirus,因新型冠状病毒感染症(COVID - 19)的感染，治疗和住院人数急剧增加，欧洲各国重新出台了限制新冠病毒扩散的严格措施。,新型冠状病毒的传播,0,,
a person with experience from the executive and legislative branch,experience from the executive and legislative branch,在行政和立法部门有经验的人,行政和立法部门的经验,0,,
Economic activity and population in large parts of the world remain well below levels seen before the pandemic hit.,large parts of the world,世界大部分地区的经济活动和人口仍远低于疫情爆发前的水平。,世界上大部分地区,0,,
Dustin Johnson ' s record - breaking Masters victory owed plenty to soft November conditions but he also demonstrated qualities that make him close to the complete package as a player.,Dustin Johnson,达斯汀·约翰逊打破大师赛纪录的胜利很大程度上要归功于11月的温和条件，但他也展示了使他接近作为一名球员的完整品质。,达斯汀·约翰逊,0,,
the issue of illegal immigration and the solutions that must be reached together to address the issue.,the issue of illegal immigration,非法移民问题以及必须共同达成的解决方案。,非法移民问题,0,,
the unique mountain formation and its rock mass consisting of sandstones and conglomerates,its rock mass consisting of sandstones and conglomerates,独特的山脉构造及其由砂岩和砾岩组成的岩体,它的岩体由砂岩和砾岩组成,0,,
the pride of his snooker - loving nation in 2005,his snooker - loving nation in 2005,2005年，他的斯诺克爱好者国家的骄傲,2005年，他在热爱斯诺克的国家,0,,
"Despite monetary rewards and awards , Black quarterbacks , past and present , say they still face an uphill battle against prejudice , especially when entering the league.",monetary rewards and awards,尽管有金钱奖励和奖项，过去和现在的黑人四分卫表示，他们仍然面临着对抗偏见的艰苦斗争，尤其是在进入联盟时。,金钱奖励及奖励,0,,
"Currently , the local government plans to drain the water in the reservoir to better protect the murals and statues , according to Lu Xiushan with the Wuwei Tianti Mountain Grottoes protection research institute.",protection research institute.,武威天地山石窟保护研究所的卢秀山表示，目前，当地政府计划将水库中的水排干，以更好地保护壁画和雕像。,保护研究所。,0,,
some of its most luminous artistic and political figures,its most luminous artistic and political figures,一些最杰出的艺术和政治人物,最杰出的艺术和政治人物,0,,
Congress ' swift and expansive response to the coronavirus pandemic last spring,Congress ' swift and expansive response,国会去年春天对冠状病毒大流行做出了迅速而广泛的反应,国会迅速而广泛的反应,0,,
"By winning the northern battlegrounds of Michigan and Wisconsin , Biden added to his electoral vote count while Trump ' s total remained fixed on 214.",his electoral vote count,拜登赢得了北部的密歇根州和威斯康星州，增加了他的选举人票数量，而特朗普的总票数仍然固定在214张。,他的选举人票数,0,,
Bonnie and Husband Adam ' s relationship,Husband Adam ' s relationship,邦妮和丈夫亚当的关系,丈夫亚当的关系,0,,
"Beyond this customers will be served its rendition as a ramen topping , and in dishes such as spaghetti and meatballs , spicy bolognaise , and biscuits and gravy.",dishes such as spaghetti and meatballs,除此之外，顾客还可以在拉面配料、意大利面和肉丸、辣肉酱、饼干和肉汁等菜肴中品尝到这种面条。,比如意大利面和肉丸,1,,比如
a lot about each nation ' s distinct character.,each nation ' s distinct character.,关于每个国家的特点有很多。,每个民族的特点。,0,,
"As a veteran of nearly 37 years of age , my physical strength and endurance will not allow me to fight with my teammates anymore.",my physical strength and endurance,作为一个将近37岁的老将，我的体力和耐力已经不允许我再和队友一起战斗了。,我的体力和耐力,0,,
"As Pakistan imposes greater social distancing measures to combat coronavirus , a Muslim law of generosity is helping to save those out of work.",a Muslim law of generosity,随着巴基斯坦采取更大的社会距离措施来对抗冠状病毒，一项穆斯林慷慨的法律正在帮助拯救那些失业的人。,穆斯林慷慨的法律,0,,
"Any vaccines which are determined for use will undergo a vigorous series of safety checks , they will be absolutely safe for the public to use.",a vigorous series of safety checks,任何确定使用的疫苗都将经过一系列严格的安全检查，公众使用它们是绝对安全的。,一系列严格的安全检查,0,,
"After three years , the man ' s account was still active , at which point Panorama contacted the company.",the man ' s account,三年后，该男子的账户仍然活跃，这时Panorama联系了该公司。,男人的叙述,1,账户,叙述
"Acts of kindness have come to define the coronavirus pandemic , but in some nations , traditions of generosity and helping one another go back centuries.","some nations , traditions of generosity",善良的行为已经成为冠状病毒大流行的定义，但在一些国家，慷慨和相互帮助的传统可以追溯到几个世纪以前。,有些国家有慷慨大方的传统,0,,
A young chef at the Chairman,A young chef,主席餐厅的年轻厨师,年轻的厨师,0,,
"A tougher three - tiered system of local restrictions will come into force in England when the lockdown ends on 2 December , Downing Street has said.",A tougher three - tiered system,唐宁街表示，12月2日封锁结束后，英格兰将实施更严格的三级地方限制体系。,更严格的三层体系,0,,
"A new Watch Dogs trailer , apparently featuring footage from the current - gen version of the game ,",the current - gen version of the game,一个新的看门狗预告片，显然以当前版本游戏的镜头为特色，,当前的游戏版本,0,,
A military lockdown due to coronavirus has not stopped Italians from bursting into morale - boosting song in a nationwide flashmob event.,a nationwide flashmob event.,由于冠状病毒导致的军事封锁并没有阻止意大利人在全国范围内的快闪活动中爆发鼓舞士气的歌曲。,全国性快闪活动。,0,,
"A Chinese citizen , who worked at the same restaurant ,",A Chinese citizen,一位在同一家餐厅工作的中国公民，,中国公民,0,,
"With all the group and previous knockout matches played behind closed door , tickets for the final were in very hot demand.",all the group and previous knockout,由于所有小组赛和之前的淘汰赛都是闭门进行的，决赛的门票非常抢手。,所有小组和之前的淘汰赛,0,,
"programmes , which can have a negative impact for both men and women.",a negative impact for both men and women.,方案，这些方案对男女都可能产生消极影响。,对男性和女性都有负面影响。,0,,
"focus on the next game , the next game and that '",focus on the next game,专注于下一场比赛，下一场比赛。”,专注于下一场比赛,0,,
"the dream of expanding and becoming a much bigger team throughout all esports and not just racing , he",a much bigger team,他的梦想是在所有电子竞技领域，而不仅仅是赛车领域，扩大并成为一支更大的团队,一个更大的团队,0,,
"Travelers can also opt for small islands on the lake , where karst landscape and monkeys can be spotted.",karst landscape and monkeys,游客还可以选择湖上的小岛，在那里可以看到喀斯特地貌和猴子。,喀斯特地貌与猴子,0,,
"his group and a blistering media backlash , Chuck himself agonised over how to do the right thing.",his group and a blistering media backlash,他的团队和媒体的强烈反对，查克自己也在为如何做正确的事情而苦恼。,他的团体和媒体的强烈反对,0,,
"To facilitate contact tracing , guests will be obliged to book in advance for each film release and sit only on their pre - ordered seat.",advance for each film release,为了便于追踪联系人，客人必须提前预订每部电影，并且只能坐在他们预订的座位上。,预支每部电影发行,1,,发行
"To build that magnifier , the researchers identified clusters of gene exons that function together during brain development.",gene exons that function together during brain development.,为了构建这种放大镜，研究人员确定了在大脑发育过程中共同发挥作用的基因外显子集群。,在大脑发育过程中共同起作用的基因外显子。,0,,
Thousands of people have been prevented from paying with cash in recent months.,cash in recent months.,近几个月来，数千人被禁止用现金支付。,最近几个月的现金。,0,,
"Those lags could have devastating consequences , because even one undetected infection can quietly but rapidly trigger a broad outbreak.",one undetected infection,这些滞后可能会带来毁灭性的后果，因为即使是一次未被发现的感染也可能悄无声息地但迅速地引发大规模疫情。,一个未被发现的感染,0,,
This chance for the Nigerien tribes to share their perspective of the impact of colonial rule was something Conrad never afforded his African characters.,the impact of colonial rule,尼日尔部落有机会分享他们对殖民统治影响的看法，这是康拉德从未给他的非洲人物提供的机会。,殖民统治的影响,0,,
"They had logged on to the government website to find one , but were told that because their names and addresses could not be checked , they would have to go to a physical test site instead.",a physical test site instead.,他们登录政府网站想找一个，但被告知因为他们的名字和地址无法查到，他们必须去一个物理测试站点。,而是一个物理测试场所。,0,,
"no way Jeremy Corbyn ' s supporters will keep objecting loudly to what has happened , and that could get extremely bumpy.",Jeremy Corbyn ' s supporters,杰里米·科尔宾的支持者不可能继续大声反对已经发生的事情，这可能会非常坎坷。,杰里米·科尔宾的支持者,0,,
"There is large , accelerating community spread across the top half of the country , where temperatures have dropped and Americans have moved indoors.","large , accelerating community spread",在美国的上半部分地区，气温已经下降，美国人已经搬到了室内。,大规模、加速的社区传播,1,,大规模、加速的
more than 10 professionals that is in constant contact with everyone.,constant contact with everyone.,10多名专业人士与大家保持着不断的联系。,与每个人保持联系。,0,,
"The two scholarships will be awarded annually , one each to a student athlete who competes on the men ' s and women ' s golf team.",The two scholarships,这两项奖学金将每年颁发一次，分别颁发给参加男子和女子高尔夫球队比赛的学生运动员。,两项奖学金,0,,
The top science cities are those whose institutions collectively publish the most output in the 82 major journals ranked by the Nature Index.,the 82 major journals,顶尖科学城是指其机构在自然指数排名的82种主要期刊上发表的文章最多的城市。,82种主要期刊,0,,
"Hamilton ' s risk of catching coronavirus , which could have derailed his season.","coronavirus , which could have derailed his season.",汉密尔顿感染冠状病毒的风险，这可能会破坏他的赛季。,冠状病毒，可能会毁了他的赛季。,0,,
"The same year , the company also signed an agreement with Huawei Cloud to deepen cooperation in cloud , and intelligence , and big data.","cloud , and intelligence , and big data.",同年，公司还与华为云签署协议，深化在云、智能、大数据等领域的合作。,云、智能、大数据。,0,,
The restrictions relating to Denmark have been implemented because of concerns over a new coronavirus strain.,The restrictions relating to Denmark,出于对新型冠状病毒毒株的担忧，与丹麦有关的限制已经实施。,与丹麦有关的限制,0,,
the African Union Development Agency and the African Development Bank after a study,the African Development Bank after a study,非洲联盟开发机构和非洲开发银行在一项研究后表示,非洲开发银行在一项研究后表示,0,,
employment and mental health for children and young people,mental health for children and young people,儿童和青年的就业和心理健康,儿童和青年的心理健康,0,,
"The relationship between source control and personal protection is likely complementary and possibly synergistic , so that individual benefit increases with increasing community mask use.",source control and personal protection,源控制和个人防护之间的关系可能是互补的，也可能是协同的，因此随着社区口罩使用的增加，个人利益也会增加。,资源控制和个人保护,1,源,资源
"his coffee shop located in one of Nairobi ' s bustling downtown street , Luthuli Avenue.",one of Nairobi ' s bustling downtown street,他的咖啡店位于内罗毕繁华的市中心路图利大道。,内罗毕繁华的市中心街道之一,0,,
The pandemic has severely disrupted the education and healthcare systems that millions of parents rely on.,the education and healthcare systems,疫情严重扰乱了数百万父母赖以生存的教育和医疗体系。,教育和医疗系统,0,,
The new announcement points out that the booming number of tourists during peak seasons and holidays has made some of the grotto sites become overwhelmed.,The new announcement,新公告指出，在旺季和节假日期间游客数量的激增已经使一些石窟遗址不堪重负。,新公告,0,,
"The ministers renewed the discussion of new fiscal rules , which was disrupted by the pandemic early this year.",the pandemic early this year.,部长们重新讨论了新的财政规则，今年年初的大流行中断了这一讨论。,今年年初的大流行。,0,,
The launch of the national competition this summer was postponed by a week because of the coronavirus pandemic.,The launch of the national competition this summer,由于冠状病毒大流行，今年夏天的全国比赛推迟了一周。,今年夏天全国比赛的启动,1,,启动
"The horse received immediate veterinary care , however he was able to be saved due to the nature of the injury sustained.",the nature of the injury sustained.,这匹马立即接受了兽医的治疗，但由于受伤的性质，它得以获救。,受伤的性质。,0,,
The high demand for Tecno,The high demand,对Tecno的高需求,高需求,0,,
The goal is to popularize knowledge about how to eat properly and improve the life quality of cancer patients.,the life quality of cancer patients.,目的是普及如何正确饮食的知识，提高癌症患者的生活质量。,癌症患者的生活质量。,0,,
The figures came as England is set to enter a month - long lockdown from Thursday in a bid to quell the resurgence of the coronavirus.,a bid to quell the resurgence of the coronavirus.,这些数据出炉之际，英国将从周四开始进入为期一个月的封锁，以遏制冠状病毒的复苏。,为了遏制冠状病毒的死灰复燃。,0,,
clients who were sampling different models of Tecno brand of mobile phones.,sampling different models of Tecno brand of mobile phones.,正在试用不同型号Tecno品牌手机的客户。,抽样不同型号的Tecno品牌手机。,1,试用,抽样
The developers are applying for regulatory approval after trial results showed it protected 70 % of people.,70 % of people.,在试验结果显示它能保护70%的人之后，开发商正在申请监管部门的批准。,70%的人。,0,,
clashes between his supporters and the opposition ahead of the Saturday elections,the opposition ahead of the Saturday elections,他的支持者和反对派在周六选举前发生冲突,在周六的选举前，反对派遭到了攻击,1,发生,遭到
The coronavirus comes amid mass cancellation of flights and businesses as new cases are being diagnosed around the world every day.,the world every day.,随着世界各地每天都有新确诊病例，大量航班和企业被取消，这种冠状病毒出现了。,世界的每一天。,0,,
a new free trade agreement with the eu,a new free trade agreement,与欧盟达成新的自由贸易协定,一个新的自由贸易协定,0,,
"The cash injection will help with the construction and maintenance costs of St Paul ' s , which is normally a huge tourist attraction.",the construction and maintenance costs,这笔现金注入将有助于圣保罗大教堂的建设和维护成本，圣保罗大教堂通常是一个巨大的旅游景点。,建设和维护成本,0,,
The banana is believed to be one of the world ’ s earliest and most cultivated fruits and has travelled far and wide from its humble origins in India and South - East Asia.,India and South - East Asia.,香蕉被认为是世界上最早和栽培最多的水果之一，从印度和东南亚的卑微起源到世界各地。,印度和东南亚。,0,,
the fine balance between controlling the spread and allowing their vital tourism industry to operate safely.,their vital tourism industry,控制传播和允许重要的旅游业安全运营之间的微妙平衡。,他们重要的旅游业,0,,
The EU recognizes the waters as belonging to greece and said it would be illegal for fishing to conduct drilling and energy exploration there.,drilling and energy exploration there.,欧盟承认这片水域属于希腊，并表示在那里进行捕鱼、钻探和能源勘探是非法的。,在那里进行钻探和能源勘探。,0,,
"Some were fitted with EU plugs , and some with a UK adapter to use permanently , which increased the risk of an electric shock or fire.",the risk of an electric shock or fire.,其中一些装有欧盟插头，还有一些装有永久使用的英国适配器，这增加了触电或火灾的风险。,触电或火灾的危险。,0,,
