S_s,S_f,T_s,T_f,Violation,Fine-grained Violations in T_s,Fine-grained Violations in T_f
"Wearing a mask can help protect you, not just those around you, from coronavirus transmission, the Centers for Disease Control and Prevention said in new guidance Tuesday.","Wearing a mask can help protect you, not just those around you, from aerial transmission, the Centers for Disease Control and Prevention said in new guidance Tuesday.",美国疾病控制和预防中心周二在新的指导意见中说，戴口罩可以帮助保护你自己，而不仅仅是你周围的人，免受冠状病毒的传播。,美国疾病控制与预防中心周二在新的指导意见中说，戴口罩可以帮助保护你自己，而不仅仅是你周围的人，免受空气传播。,0,,
"Unless we support people to isolate, they are never going to stop carrying on with their lives and inadvertently passing on the virus.","Unless we support people to isolate, they are however going to stop carrying on with their lives and inadvertently passing on the virus.",除非我们支持人们隔离，否则他们永远不会停止自己的生活，无意中传播病毒。,除非我们支持人们隔离，否则他们将停止继续他们的生活，并在不经意间传播病毒。,1,,继续
"Twitter, already under fire from lawmakers and regulators, appeared to go down altogether on Thursday.","Twitter, already under fire from volunteers and regulators, appeared to go down altogether on Thursday.",已经受到立法者和监管机构抨击的Twitter似乎在周四完全下跌。,周四，已经受到志愿者和监管机构抨击的Twitter似乎完全崩溃了。,1,下跌,崩溃
"Trump has continued his attacks on mail - in ballots, saying he would deploy lawyers if states are still counting votes after Election day.","Trump has continued his attacks on mail - in condoms, saying he would deploy lawyers if states are still counting votes after Election day.",川普继续攻击邮寄选票，他说，如果各州在选举日之后还在点票，他将派遣律师。,特朗普继续攻击邮寄避孕套，称如果各州在大选日之后仍在计票，他将派遣律师。,0,,
"Trump extended the invitation on Thursday morning to the Michigan lawmakers by calling the state senate' s Republican majority leader, the person familiar said.","Trump extended the invitation on Thursday morning to the Michigan patriots by calling the state senate' s Republican majority leader, the person familiar said.",知情人士称，特朗普周四上午致电密歇根州参议院共和党多数党领袖，向密歇根州议员发出了邀请。,知情人士称，周四上午，特朗普致电密歇根州参议院共和党多数党领袖，向密歇根州的爱国者发出了邀请。,0,,
Travel rules have been relaxed for people arriving in England to work on poultry farms to ensure there is a turkey available for Christmas dinners.,Travel rules have been relaxed for players arriving in England to work on poultry farms to ensure there is a turkey available for Christmas dinners.,英国放宽了对来英国家禽农场工作的人的旅行规定，以确保圣诞晚宴上有一只火鸡。,英国放宽了球员前往家禽农场工作的旅行规定，以确保圣诞晚宴上有一只火鸡。,0,,
Those who have previously visited the Schengen area and have a positive visa history will be granted the opportunity to have a multiple - entry visa valid for up to five years.,Those who have previously visited the resort area and have a positive visa history will be granted the opportunity to have a multiple - entry visa valid for up to five years.,那些曾经访问过申根地区并有良好签证历史的人将有机会获得有效期最长为5年的多次往返签证。,那些以前去过度假区并有良好签证历史的人将有机会获得有效期最长为5年的多次往返签证。,0,,
"Those living under level four restrictions would be advised to avoid any unnecessary travel out of the country, and to keep journeys within the area to an absolute minimum.","Those living under level four restrictions would be advised to avoid any unnecessary travel out of the airport, and to keep journeys within the area to an absolute minimum.",建议那些生活在四级限制之下的人避免任何不必要的出国旅行，并将在该地区的旅行减少到绝对最低限度。,建议那些生活在四级限制之下的人避免任何不必要的机场以外的旅行，并将该地区的旅行减少到绝对最低限度。,0,,
"This year will be different to previous years, but i' m sure that the travelers that do end up coming here will of course find huge enjoyment.","This year will be different to previous years, but i' m sure that the travelers that do end up coming here will of course find huge towers.",今年将与往年不同，但我相信最终来这里的游客当然会发现巨大的乐趣。,今年将与往年不同，但我敢肯定，最终来到这里的游客当然会发现巨大的塔楼。,0,,
"This went to the High Court, where judges found that most, but not all of the policies involved should pay out offering a potential lifeline to these small businesses.","This went to the High Court, where judges found that most, but not all of the policies involved should pay out offering a potential favour to these small businesses.",上诉到高等法院，法官们认为大部分，但不是所有的相关政策都应该为这些小企业提供潜在的生命线。,上诉到了高等法院，法官们认为大部分，但不是所有涉及的政策都应该为这些小企业提供潜在的优惠。,0,,
"This is the first time the smartphone brand took such a position, following the first in 2014, according to Beijing News.","This is the first time the smartphone brand took such a position, following the first in 2014, compared to Beijing News.",据《新京报》报道，这是继2014年之后，该智能手机品牌首次占据这一位置。,这是继2014年《新京报》之后，智能手机品牌第一次占据这样的位置。,0,,
"This is the core of our service culture, a service that anticipates your every need and an emotional connection that comes from the heart.","This is the core of our service culture, a service that matched your every need and an emotional connection that comes from the heart.",这是我们服务文化的核心，我们的服务能预见到您的每一个需求，我们的情感连接来自内心。,这是我们服务文化的核心，满足您的每一个需求的服务和来自内心的情感联系。,0,,
"They made a flying start to their campaign, winning five of their first six matches, before faltering and suffering four straight defeats in the latter stages of the group phase.","They made a flying start to their campaign, winning five of their first six matches, before relegation and suffering four straight defeats in the latter stages of the group phase.",他们开门红，在前6场比赛中赢了5场，但在小组赛的最后阶段却遭遇了四连败。,他们在新赛季开门红，前6场比赛赢了5场，随后降级，并在小组赛后期遭遇四连败。,1,,在新赛季
"There ’ s something deeply moving about seeing something germinate, flower or even go to seed.","There ’ s something deeply moving about seeing something leaf, flower or even go to seed.",看到某样东西发芽、开花甚至结子，会让人非常感动。,看到一些东西长出叶子、开花，甚至结子，都会让人深受感动。,0,,
"Then when there is a peak in demand in a day or a month, the liquid air will be warmed so it expands.","Then when there is a peak in pressure in a day or a month, the liquid air will be warmed so it expands.",然后，当一天或一个月的需求达到峰值时，液体空气将被加热，从而膨胀。,然后，当一天或一个月的压力达到峰值时，液态空气就会被加热，从而膨胀。,0,,
The results are only representative of nine marine corps recruit classes and more research is needed to determine whether similar findings would emerge among other groups of young recruits.,The results are only representative of nine marine corps recruit classes and more research is needed to determine whether similar sculptures would emerge among other groups of young recruits.,该结果仅代表了海军陆战队9个新兵班级，还需要更多的研究来确定是否在其他年轻新兵群体中也会出现类似的结果。,这一结果仅代表了海军陆战队9个新兵群体，还需要更多的研究来确定其他年轻新兵群体是否也会出现类似的雕塑。,1,班级,群体
"The rapid growth of artificial intelligence presents an opportunity for Africa to provide solutions to some of its most pressing problems, such as food security, healthcare and financial services.","The rapid growth of artificial rna presents an opportunity for Africa to provide solutions to some of its most pressing problems, such as food security, healthcare and financial services.",人工智能的快速发展为非洲提供了一个机会，可以为其一些最紧迫的问题提供解决方案，如粮食安全、医疗保健和金融服务。,人工rna的快速增长为非洲提供了一个机会，可以为其一些最紧迫的问题提供解决方案，如粮食安全、医疗保健和金融服务。,0,,
"The event attracted 285 enterprise from 30 countries, a number smaller than previous years due to the pandemic.","The event attracted 285 enterprise from 30 countries, a number smaller than previous years due to the situation.",本届展会吸引了来自30个国家的285家企业参展，受疫情影响，参展人数少于往年。,本届展会吸引了来自30个国家的285家企业参展，受形势影响，参展企业数量较往年有所减少。,0,,
"The drop in the numbers led to an unprecedented 10 - day period where, before their closure, Italy' s cultural attractions were offering pretty much private visits for tourists and visitors alike.","The drop in the numbers led to an unprecedented 10 - day period where, before their closure, blackpool' s cultural attractions were offering pretty much private visits for tourists and visitors alike.",人数的下降导致了前所未有的10天，在关闭之前，意大利的文化景点为游客和其他游客提供了相当多的私人参观。,人数的下降导致了前所未有的10天，在关闭之前，布莱克浦的文化景点为游客和游客提供了相当多的私人参观。,0,,
"The days were really, really odd because your sleep schedule is messed up and you' re out of contact with everyone else.","The days were really, really odd because your sleep schedule is messed up and you' re out of contact with thing else.",那些日子真的非常非常奇怪，因为你的睡眠时间表被打乱了，而且你和其他人失去了联系。,这些日子真的非常非常奇怪，因为你的睡眠时间表被打乱了，你与其他事情失去了联系。,0,,
"The cars are incredible, in fact how they' re made, watching the craftsmanship, the work that goes into them, the technology, the team.","The cars are incredible, in fact how they' re made, watching the homes, the work that goes into them, the technology, the team.",这些车是不可思议的，事实上，它们是如何制造的，看着工艺，工作，技术，团队。,这些汽车是不可思议的，事实上，它们是如何制造的，看着这些房子，它们所做的工作，技术，团队。,0,,
That board will look to see how many of the participants who are ill received the vaccine and how many received the placebo.,That board will look to see how many of the participants who are ill received the vaccine and how many received the dose.,委员会将调查患病的参与者中有多少人接种了疫苗，有多少人接种了安慰剂。,委员会将调查患病的参与者中有多少人接种了疫苗，有多少人接种了疫苗。,0,,
"Such was the Saints dominance, they closed out the game with back up quarterback and former Buccaneers starter Jameis Winston taking the field.","Such was the Saints dominance, they closed out the game with back up quarterback and former Buccaneers starter bill Winston taking the field.",这就是圣徒队的统治力，他们以替补四分卫和前海盗队首发詹姆斯·温斯顿上场结束了比赛。,这就是圣徒队的统治力，他们以替补四分卫和前海盗队首发比尔·温斯顿上场结束了比赛。,0,,
"Springsteen has always been a poet at heart, and his music during marathon live performances with deeply personal accounts of his life and experiences.","Springsteen has always been a cowboy at heart, and his music during marathon live performances with deeply personal accounts of his life and experiences.",斯普林斯汀在内心深处一直是一位诗人，他在马拉松现场表演中的音乐深刻地讲述了他的生活和经历。,斯普林斯汀在内心深处一直是一个牛仔，他在马拉松现场表演中的音乐深刻地讲述了他的生活和经历。,0,,
"Since then, the majority of applicants for the position came with backgrounds in finance, business and, cultural and tourism industries, and international business.","Since then, the majority of applicants for the business came with backgrounds in finance, business and, cultural and tourism industries, and international business.",从那时起，该职位的大部分申请人都有金融、商业和文化旅游行业以及国际商务的背景。,从那时起，金融、商业、文化旅游、国际商务领域的从业人员占了绝大多数。,1,背景,从业人员
"She had recently received an email from a friend, a single woman who confessed that she had spent months in dire economic straits.","She had recently received an email from a friend, a single lexi who confessed that she had spent months in dire economic straits.",她最近收到了一个朋友的电子邮件，一个单身女性，她承认自己已经在可怕的经济困境中度过了几个月。,她最近收到了一个朋友的电子邮件，一个单身的莱克西承认她已经在可怕的经济困境中度过了几个月。,0,,
Search and rescue operations have been going on around the clock in the debris of a total of eight collapsed buildings in the city.,Search and rescue operations have been going on around the clock in the debris of a total of eight collapsed corridors in the city.,在这座城市共8座倒塌建筑的废墟中，搜救工作正在昼夜不停地进行。,在这座城市共有8条倒塌走廊的废墟中，搜救行动正在昼夜不停地进行。,0,,
"Responsible for meeting and greeting visiting dignitaries and dignitaries, he leads tours of the city and embodies the enduring hold of the legend that draws most travellers here.","Responsible for meeting and greeting visiting dignitaries and dignitaries, he leads tours of the city and supports the enduring hold of the legend that draws most travellers here.",他负责接待来访的政要和政要，带领游客游览这座城市，体现了吸引大多数游客来到这里的持久传奇。,他负责接待来访的政要和政要，带领游客参观这座城市，并支持吸引大多数游客来到这里的传说。,1,持久,
"Priscilla Chan always knew her life' s work would be helping children, but she did not anticipate having billions of dollars at her disposal to try and change the fate of an entire generation.","Priscilla Chan always knew her life' s work would be helping children, but she did not mention having billions of dollars at her disposal to try and change the fate of an entire generation.",普莉希拉·陈一直都知道她一生的工作将是帮助儿童，但她没有预料到自己会拥有数十亿美元来尝试改变整整一代人的命运。,普莉希拉·陈一直知道她一生的工作将是帮助儿童，但她没有提到自己拥有数十亿美元的资金，试图改变整整一代人的命运。,0,,
"Other videos on social media showed Bolt dancing with dozens of people, the majority of whom were not wearing masks and were not observing social distancing.","Other videos on social media showed Bolt dancing with dozens of people, the majority of whom were not wearing masks and were not observing social rights.",社交媒体上的其他视频显示，博尔特与数十人跳舞，其中大多数人没有戴口罩，也没有遵守社交距离。,社交媒体上的其他视频显示，博尔特与数十人跳舞，其中大多数人没有戴口罩，也没有遵守社会权利。,0,,
"Now we think that' s because she quit to pursue a relationship with Moss, a former professional football player who captured her heart from the start.","Now we think that' s because she happens to pursue a relationship with Moss, a former professional football player who captured her heart from the start.",现在我们认为这是因为她为了追求前职业足球运动员莫斯而辞职，莫斯从一开始就俘获了她的心。,现在我们认为，这是因为她碰巧与前职业足球运动员莫斯谈恋爱，而莫斯从一开始就俘获了她的心。,1,追求,谈恋爱
"Li says that he will work hard to make sailing more exciting, easier to participate and to become a showcase of human power combined with the energy of nature.","Li says that he will work hard to make sailing more exciting, easier to participate and to become a showcase of human power combined with the energy of rev.",李鹏表示，他将努力使帆船运动更加精彩，更容易参与，成为人类力量与自然能量相结合的展示。,他说，他将努力使帆船运动更精彩，更容易参与，成为人类力量与帆船运动能量相结合的展示。,1,李鹏,
"It is important that learning is applied to planning for this winter, including what services can be delivered safely.","It is important that learning is applied to planning for this benefit, including what services can be delivered safely.",重要的是，将所学知识应用于今年冬季的规划，包括哪些服务可以安全地提供。,重要的是，要将学习应用于这一利益的规划，包括哪些服务可以安全地提供。,1,知识,
"It is covered with snow for eight months throughout the year, making it hard for hiking to take root and grow.","It is covered with oak for eight months throughout the year, making it hard for hiking to take root and grow.",一年中有8个月的时间被雪覆盖，这使得徒步旅行很难扎根和生长。,一年中有8个月的时间被橡树覆盖，这使得徒步旅行很难扎根和生长。,0,,
"It also mentions that the year marks the 20th anniversary of SCO, and activities like art exhibitions, film festivals, student football tournament and boxing tournament will be held in member countries.","It also mentions that the year marks the 20th anniversary of fascism, and activities like art exhibitions, film festivals, student football tournament and boxing tournament will be held in member countries.",文件还提到，今年是上海合作组织成立20周年，将在成员国举办艺术展览、电影节、学生足球锦标赛、拳击锦标赛等活动。,决议还提到，今年是法西斯战争结束20周年，将在成员国举办艺术展览、电影节、学生足球比赛、拳击比赛等活动。,1,文件,决议
"In the summer of 1988, lee took chuck and two of his bandmates to lunch in Greenwich Village and asked them to write an anthem.","In the summer of 1988, lee took chuck and two of his teammates to lunch in Greenwich Village and asked them to write an anthem.",1988年夏天，李带着查克和他的两个乐队成员去格林威治村吃午饭，并让他们写一首赞歌。,1988年夏天，李带着查克和他的两个队友去格林威治村吃午饭，并让他们写一首赞美诗。,0,,
"In a confounding and overwhelming year, music has allowed us both to reflect on the state of the world and escape from it with equal brilliance, says Nick Levine.","In a brave and overwhelming year, music has allowed us both to reflect on the state of the world and escape from it with equal brilliance, says Nick Levine.",尼克·莱文说:“在这令人困惑和不知所措的一年里，音乐让我们既能反思世界的现状，又能同样出色地逃离它。”,尼克·莱文说:“在这勇敢而又势不从心的一年里，音乐让我们既能反思世界的现状，又能同样出色地逃离它。”,1,不知所措,势不从心
I was really looking forward to competing this week but will do everything I can to return as quickly as possible.,I was really looking forward to competing this fall but will do everything I can to return as quickly as possible.,我真的很期待这周的比赛，但我会尽我所能尽快回来。,我真的很期待这个秋天的比赛，但我会尽我所能尽快回来。,0,,
"I just need an opportunity to become the best in the world, which I truly believe that Matchroom is able to provide.","I just need an opportunity to become the best in the world, which I truly believe that satan is able to provide.",我只是需要一个机会成为世界上最好的，我相信Matchroom能够提供。,我只是需要一个成为世界上最优秀的人的机会，我真的相信撒旦能够提供这个机会。,1,人,
"House prices rose at their fastest rate for five weeks in October as buyers raced to beat next year' s stamp duty deadline, the Nationwide has said.","House prices rose at their fastest rate for five weeks in October as buyers raced to beat next year' s stamp duty deadline, the Nationwide has known.",英国全英房屋抵押贷款协会表示，由于购房者竞相赶在明年的印花税截止日期之前购房，10月份房价以五周以来的最快速度上涨。,据全英房屋抵押贷款协会了解，由于购房者争相赶在明年的印花税截止日期之前购房，10月份房价创下了五周以来的最快涨幅。,0,,
"Her research had pointed her toward the schisms dividing modern America, showing how abruptly communities can fracture along fault lines of race and class.","Her research had pointed her toward the mountains dividing modern America, showing how abruptly communities can fracture along fault lines of race and class.",她的研究将她引向了现代美国的分裂，显示出社区会如何突然地沿着种族和阶级的断层线分裂。,她的研究将她引向了分割现代美国的山脉，显示出社区会如何突然地沿着种族和阶级的断层线断裂。,0,,
"He was a philanthropist, and he was good for somewhere he could try out an experiment, mainly with education, and wanted to find a community where he could rule it.","He was a philanthropist, and he was good for somewhere he could try out an experiment, mainly with education, and wanted to find a democracy where he could rule it.",他是一个慈善家，他很适合在某个地方进行试验，主要是在教育方面，他想找到一个他可以统治的社区。,他是一个慈善家，他很适合在某个地方进行试验，主要是在教育方面，他想找到一个他可以统治的民主国家。,0,,
"He performed really well in the past camp, so that is a relief but we have got strength in depth.","He sounds really well in the past camp, so that is a relief but we have got strength in depth.",他在过去的训练营中表现得非常好，所以这是一种解脱，但我们有深度的力量。,他在过去的阵营中听起来真的很好，所以这是一种解脱，但我们有深度的力量。,1,训练营,阵营
"Greg Abbott' s order limiting ballot drop boxes to one per county, injecting more uncertainty into the state over mail - in voting in the state.","Greg Abbott' s order limiting ballot drop boxes to one per county, sent more uncertainty into the state over mail - in voting in the state.",格雷格·阿博特的命令将选票投箱限制在每个县一个，这给该州的邮寄投票注入了更多的不确定性。,格雷格·阿博特的命令将选票投箱限制在每个县一个，这给该州的邮寄投票带来了更多的不确定性。,0,,
"Everybody just talked about my arm instead of talking about how I was making the right decisions, going to the right place.","Everybody just talked about my arm instead of talking about how I was making the right distance, going to the right place.",每个人都在谈论我的手臂，而不是谈论我如何做出正确的决定，去正确的地方。,每个人都在谈论我的手臂，而不是谈论我如何跑出正确的距离，去到正确的地方。,0,,
"Emanuel has expressed his interest in the post, telling allies that the nation' s infrastructure challenges are so dire that a person with experience from the executive and legislative branch would be an asset.","Emanuel has expressed his interest in the post, telling allies that the nation' s infrastructure challenges are so dire that a journalist with experience from the executive and legislative branch would be an asset.",伊曼纽尔表达了他对这个职位的兴趣，他告诉盟友，美国的基础设施挑战是如此严峻，一个在行政和立法部门都有经验的人将是一笔财富。,伊曼纽尔表达了他对这个职位的兴趣，他告诉盟友，美国的基础设施挑战是如此严峻，一个有行政和立法部门经验的记者将是一笔财富。,0,,
Dustin Johnson' s record - breaking Masters victory owed plenty to soft November conditions but he also demonstrated qualities that make him close to the complete package as a player.,Dustin Johnson' s record - breaking Masters victory owed plenty to soft November conditions but he also demonstrated qualities that make him close to the complete package as a father.,达斯汀·约翰逊打破大师赛纪录的胜利很大程度上要归功于11月的温和条件，但他也展示了使他接近作为一名球员的完整品质。,达斯汀·约翰逊打破大师赛纪录的胜利很大程度上要归功于11月的温和条件，但他也表现出了使他接近一个完整的父亲的品质。,0,,
"During the conversation, the two presidents also discussed the issue of illegal immigration and the solutions that must be reached together to address the issue.","During the conversation, the two presidents also discussed the issue of illegal immigration and the group that must be reached together to address the issue.",在谈话中，两位总统还讨论了非法移民问题以及必须共同达成的解决方案。,在谈话中，两位总统还讨论了非法移民问题以及为解决这一问题必须共同达成的组织。,0,,
Ding became the pride of his snooker - loving nation in 2005 when he won the China Open right after his 18th birthday.,Ding became the pride of his rock - loving nation in 2005 when he won the China Open right after his 18th birthday.,丁俊晖在18岁生日后的2005年赢得中国公开赛冠军，成为热爱斯诺克的中国的骄傲。,丁俊晖在18岁生日后的2005年赢得中国公开赛冠军，成为热爱摇滚的中国的骄傲。,0,,
"Despite not feeling hungry at first, my stomach became a bottomless pit as I continued eating.","Despite not feeling hungry at first, my stomach became a foul pit as I continued eating.",尽管一开始不觉得饿，但当我继续吃的时候，我的胃变成了一个无底洞。,尽管一开始不觉得饿，但当我继续吃的时候，我的胃变成了一个肮脏的坑。,0,,
But some of its youngest members get round this by lying about their date of birth when they join.,But some of its female members get round this by lying about their date of birth when they join.,但一些最年轻的成员通过在加入时谎报出生日期来规避这一点。,但一些女性成员通过在加入时谎报出生日期来规避这一点。,0,,
"Before the pandemic, there was only limited use of gloves, however, and in particular masks, in care homes.","Before the years, there was only limited use of gloves, however, and in particular masks, in care homes.",然而，在大流行之前，养老院只使用有限的手套，尤其是口罩。,然而，几年前，在养老院中手套的使用非常有限，尤其是口罩。,0,,
"Any vaccines which are determined for use will undergo a vigorous series of safety checks, they will be absolutely safe for the public to use.","Any ships which are determined for use will undergo a vigorous series of safety checks, they will be absolutely safe for the public to use.",任何确定使用的疫苗都将经过一系列严格的安全检查，公众使用它们是绝对安全的。,任何决定使用的船只都将经过一系列严格的安全检查，公众使用它们是绝对安全的。,0,,
"After three years, the man' s account was still active, at which point Panorama contacted the company.","After three years, the employer' s account was still active, at which point Panorama contacted the company.",三年后，该男子的账户仍然活跃，这时Panorama联系了该公司。,三年后，该雇主的账户仍然活跃，这时Panorama联系了该公司。,0,,
A young chef at the Chairman spends more than a year practicing on the wok by cooking staff meals before he or she is allowed to stir up a dish for dinner.,A young chef at the Chairman spends more than a year practicing on the bike by cooking staff meals before he or she is allowed to stir up a dish for dinner.,主席餐厅的年轻厨师要花一年多的时间在炒锅上练习，为员工做饭，然后才被允许为晚餐炒菜。,主席餐厅的一位年轻厨师要花一年多的时间在自行车上练习为员工做饭，然后才被允许为晚餐搅拌一道菜。,1,炒,搅拌
A review has been ordered by racecourse bosses after all but one runner was disqualified from a race at Fontwell.,A review has been ordered by racecourse bosses after all but one runner was disqualified from a race at ste.,在丰特韦尔的一场比赛中，只有一名选手被取消资格，赛马场老板下令进行审查。,在一场比赛中，只有一名选手被取消比赛资格，赛后赛马场老板下令进行审查。,0,,
"A new Watch Dogs trailer, apparently featuring footage from the current - gen version of the game, has drawn criticism for its poor quality.","A new Watch Dogs trailer, apparently featuring footage from the current - gen version of the pilot, has drawn criticism for its poor quality.",一个新的看门狗预告片，显然以当前版本游戏的镜头为特色，因其质量差而受到批评。,一则新的《看门狗》预告片因其质量低劣而招致批评，该预告片明显采用了当前版本的试播镜头。,1,游戏,试播
"A Chinese citizen, who worked at the same restaurant, was injured in the attack and is now in stable condition, the embassy said.","A Chinese citizen, who worked at the same restaurant, was injured in the part and is now in stable condition, the embassy said.",大使馆表示，在同一家餐厅工作的一名中国公民在袭击中受伤，目前情况稳定。,大使馆表示，一名在同一家餐厅工作的中国公民在事故中受伤，目前情况稳定。,0,,
"With all the group and previous knockout matches played behind closed door, tickets for the final were in very hot demand.","With all the home and previous knockout matches played behind closed door, tickets for the final were in very hot demand.",由于所有小组赛和之前的淘汰赛都是闭门进行的，决赛的门票非常抢手。,由于所有的主场比赛和之前的淘汰赛都是闭门进行的，决赛的门票非常抢手。,0,,
"We just carry on and focus on the next game, the next game and that' s what we are doing.","We just carry on and say on the next game, the next game and that' s what we are doing.",我们只是继续，专注于下一场比赛，下一场比赛，这就是我们正在做的。,我们只是继续，下一场比赛，下一场比赛，这就是我们正在做的。,0,,
"We have captured a piece of history by telling the stories of our lives during such an unusual period, and that gives this book meaning.","We have captured a piece of history by telling the stories of our lives during such an unusual creature, and that gives this book meaning.",通过讲述我们在这个不同寻常时期的生活故事，我们捕捉到了一段历史，这也赋予了这本书意义。,通过讲述我们生活中与这样一个不寻常的生物有关的故事，我们捕捉到了一段历史，这也赋予了这本书意义。,1,,生活中
"Trump is listening to his friends, this he said, but hurriedly ends conversations because he disagrees.","Trump is listening to his friends, this he said, but hurriedly ends conversations because he de.",特朗普说，他在倾听朋友们的意见，但他很快就结束了谈话，因为他不同意。,特朗普在听他的朋友们说话，他说，但他匆忙结束了谈话，因为他不。,0,,
"Travelers can also opt for small islands on the lake, where karst landscape and monkeys can be spotted.","Travelers can also opt for small islands on the lake, where real landscape and monkeys can be spotted.",游客还可以选择湖上的小岛，在那里可以看到喀斯特地貌和猴子。,游客还可以选择湖上的小岛，在那里可以看到真实的风景和猴子。,0,,
"To facilitate contact tracing, guests will be obliged to book in advance for each film release and sit only on their pre - ordered seat.","To facilitate contact tracing, practitioners will be obliged to book in advance for each film release and sit only on their pre - ordered seat.",为了便于追踪联系人，客人必须提前预订每部电影，并且只能坐在他们预订的座位上。,为了方便追踪联系人，从业人员必须提前预订每场电影，并且只能坐在他们预订的座位上。,0,,
Thousands of people have been prevented from paying with cash in recent months.,Thousands of people have been assaulted from paying with cash in recent months.,近几个月来，数千人被禁止用现金支付。,近几个月来，成千上万的人因为用现金支付而受到攻击。,0,,
"This was no rough draft, demanding a revision, yet it was not among the dozens of songs he recorded with Lomax in 1940.","This was no rough draft, demanding a revision, yet it was not among the dozens of songs he recorded with decca in 1940.",这不是需要修改的初稿，但它并不在他与洛马克斯在1940年录制的数十首歌曲中。,这不是需要修改的草稿，但它并不在他在1940年与decca录制的数十首歌曲中。,0,,
This chance for the Nigerien tribes to share their perspective of the impact of colonial rule was something Conrad never afforded his African characters.,This chance for the colonial tribes to share their perspective of the impact of colonial rule was something Conrad never afforded his African characters.,尼日尔部落有机会分享他们对殖民统治影响的看法，这是康拉德从未给他的非洲人物提供的机会。,殖民地部落有机会分享他们对殖民统治影响的看法，这是康拉德从未给他的非洲人物提供的机会。,0,,
"There is a medical team, made up of more than 10 professionals that is in constant contact with everyone.","There is a medical ethics, made up of more than 10 professionals that is in constant contact with everyone.",这里有一个由10多名专业人员组成的医疗团队，他们与每个人都保持着不断的联系。,有一种医学伦理，由10多名专业人士组成，与每个人都保持着不断的联系。,0,,
The top science cities are those whose institutions collectively publish the most output in the 82 major journals ranked by the Nature Index.,The top protein cities are those whose institutions collectively publish the most output in the 82 major journals ranked by the Nature Index.,顶尖科学城是指其机构在自然指数排名的82种主要期刊上发表的文章最多的城市。,排名靠前的蛋白质城市是指其机构在自然指数排名的82种主要期刊上发表的文章最多的城市。,0,,
"The resulting rush of air will drive a turbine to make electricity, which can be sold back to the grid.","The resulting rush of air will drive a turbine to make dust, which can be sold back to the grid.",由此产生的气流将驱动涡轮机发电，这些电力可以卖回给电网。,由此产生的气流将驱动涡轮机产生灰尘，这些灰尘可以卖回电网。,0,,
The restrictions relating to Denmark have been implemented because of concerns over a new coronavirus strain.,The restrictions relating to Denmark have been implemented because of concerns over a new training strain.,出于对新型冠状病毒毒株的担忧，与丹麦有关的限制已经实施。,由于担心新的训练压力，与丹麦有关的限制已经实施。,1,毒株,压力
The report was put out by the African Union Development Agency and the African Development Bank after a study into the establishment of a continental electricity grid.,The report was put out by the korea Union Development Agency and the African Development Bank after a study into the establishment of a continental electricity grid.,这份报告是由非洲联盟发展署和非洲开发银行在对建立大陆电网进行研究后发布的。,这份报告是由韩国联合开发机构和非洲开发银行在对建立一个大陆电网进行研究后发布的。,0,,
"The report said since the start of the pandemic adverse trends in poverty, especially, employment and mental health for children and young people had worsened.","The report said since the start of the apartheid adverse trends in poverty, especially, employment and mental health for children and young people had worsened.",该报告说，自大流行开始以来，贫困，特别是儿童和年轻人的就业和心理健康方面的不利趋势已经恶化。,报告说，自种族隔离开始以来，贫困的不利趋势，特别是儿童和年轻人的就业和心理健康恶化。,0,,
"The relationship between source control and personal protection is likely complementary and possibly synergistic, so that individual benefit increases with increasing community mask use.","The relationship between source control and personal protection is likely complementary and possibly optimal, so that individual benefit increases with increasing community mask use.",源控制和个人防护之间的关系可能是互补的，也可能是协同的，因此随着社区口罩使用的增加，个人利益也会增加。,源控制和个人防护之间的关系可能是互补的，可能是最佳的，因此随着社区口罩使用的增加，个人利益也会增加。,0,,
The pandemic has severely disrupted the education and healthcare systems that millions of parents rely on.,The suicide has severely disrupted the education and healthcare systems that millions of parents rely on.,疫情严重扰乱了数百万父母赖以生存的教育和医疗体系。,自杀事件严重扰乱了数百万父母赖以生存的教育和医疗体系。,0,,
"The pandemic has affected most athletes in the world, and we are sorry so I will try my best to prepare for the Olympics.","The sin has affected most athletes in the world, and we are sorry so I will try my best to prepare for the Olympics.",疫情影响了世界上大多数运动员，我们很抱歉，所以我会尽最大努力准备奥运会。,这一罪行影响了世界上大多数运动员，我们很抱歉，所以我会尽我最大的努力准备奥运会。,0,,
"The months ahead will be challenging for you, so it is especially important that we discuss and coordinate our policies.","The months ahead will be challenging for you, so it is especially early that we discuss and coordinate our policies.",未来几个月对你们来说将是充满挑战的，因此我们讨论和协调我们的政策尤为重要。,未来几个月对你们来说将是充满挑战的，所以现在讨论和协调我们的政策尤其早。,0,,
"The ministers renewed the discussion of new fiscal rules, which was disrupted by the pandemic early this year.","The ministers renewed the discussion of new fiscal rules, which was disrupted by the tide early this year.",部长们重新讨论了新的财政规则，今年年初的大流行中断了这一讨论。,部长们重新开始了关于新财政规则的讨论，这一讨论在今年年初被潮水打断。,0,,
The goal is to popularize knowledge about how to eat properly and improve the life quality of cancer patients.,The goal is to earn knowledge about how to eat properly and improve the life quality of cancer patients.,目的是普及如何正确饮食的知识，提高癌症患者的生活质量。,目标是学习如何正确饮食和提高癌症患者的生活质量。,1,知识,
